lang,algo,family,instance,n,m,opt,k,time_ms,nodes,timed_out,replica
python,smart,random,random_n10_m40_s2,10,40,NA,9,0.242,22,0,3
cpp,smart,random,random_n10_m40_s2,10,40,NA,9,0.011,22,0,3
java,smart,random,random_n10_m40_s2,10,40,NA,9,3.352,22,0,3
python,brute,random,random_n10_m40_s3,10,40,NA,9,77.318,400802,0,1
cpp,brute,random,random_n10_m40_s3,10,40,NA,9,1.682,400802,0,1
java,brute,random,random_n10_m40_s3,10,40,NA,9,10.319,400802,0,1
python,brute,random,random_n10_m40_s3,10,40,NA,9,77.339,400802,0,2
cpp,brute,random,random_n10_m40_s3,10,40,NA,9,1.693,400802,0,2
java,brute,random,random_n10_m40_s3,10,40,NA,9,10.281,400802,0,2
python,brute,random,random_n10_m40_s3,10,40,NA,9,77.501,400802,0,3
cpp,brute,random,random_n10_m40_s3,10,40,NA,9,1.688,400802,0,3
java,brute,random,random_n10_m40_s3,10,40,NA,9,10.612,400802,0,3
python,smart,random,random_n10_m40_s3,10,40,NA,9,0.230,22,0,1
cpp,smart,random,random_n10_m40_s3,10,40,NA,9,0.011,22,0,1
java,smart,random,random_n10_m40_s3,10,40,NA,9,3.488,22,0,1
python,smart,random,random_n10_m40_s3,10,40,NA,9,0.233,22,0,2
cpp,smart,random,random_n10_m40_s3,10,40,NA,9,0.011,22,0,2
java,smart,random,random_n10_m40_s3,10,40,NA,9,3.270,22,0,2
python,smart,random,random_n10_m40_s3,10,40,NA,9,0.227,22,0,3
cpp,smart,random,random_n10_m40_s3,10,40,NA,9,0.011,22,0,3
java,smart,random,random_n10_m40_s3,10,40,NA,9,3.379,22,0,3
python,brute,random,random_n10_m40_s4,10,40,NA,9,65.927,342006,0,1
cpp,brute,random,random_n10_m40_s4,10,40,NA,9,1.342,342006,0,1
java,brute,random,random_n10_m40_s4,10,40,NA,9,9.373,342006,0,1
python,brute,random,random_n10_m40_s4,10,40,NA,9,68.141,342006,0,2
cpp,brute,random,random_n10_m40_s4,10,40,NA,9,1.361,342006,0,2
java,brute,random,random_n10_m40_s4,10,40,NA,9,9.287,342006,0,2
python,brute,random,random_n10_m40_s4,10,40,NA,9,68.975,342006,0,3
cpp,brute,random,random_n10_m40_s4,10,40,NA,9,1.333,342006,0,3
java,brute,random,random_n10_m40_s4,10,40,NA,9,9.784,342006,0,3
python,smart,random,random_n10_m40_s4,10,40,NA,9,1.107,116,0,1
cpp,smart,random,random_n10_m40_s4,10,40,NA,9,0.033,116,0,1
java,smart,random,random_n10_m40_s4,10,40,NA,9,3.736,116,0,1
python,smart,random,random_n10_m40_s4,10,40,NA,9,1.104,116,0,2
cpp,smart,random,random_n10_m40_s4,10,40,NA,9,0.033,116,0,2
java,smart,random,random_n10_m40_s4,10,40,NA,9,3.735,116,0,2
python,smart,random,random_n10_m40_s4,10,40,NA,9,1.093,116,0,3
cpp,smart,random,random_n10_m40_s4,10,40,NA,9,0.032,116,0,3
java,smart,random,random_n10_m40_s4,10,40,NA,9,3.898,116,0,3
python,brute,random,random_n10_m80_s0,10,80,NA,NA,5000,NA,1,1
cpp,brute,random,random_n10_m80_s0,10,80,NA,10,143.715,37266311,0,1
java,brute,random,random_n10_m80_s0,10,80,NA,10,249.385,37266311,0,1
python,brute,random,random_n10_m80_s0,10,80,NA,NA,5000,NA,1,2
cpp,brute,random,random_n10_m80_s0,10,80,NA,10,144.114,37266311,0,2
java,brute,random,random_n10_m80_s0,10,80,NA,10,249.888,37266311,0,2
python,brute,random,random_n10_m80_s0,10,80,NA,NA,5000,NA,1,3
cpp,brute,random,random_n10_m80_s0,10,80,NA,10,143.377,37266311,0,3
java,brute,random,random_n10_m80_s0,10,80,NA,10,248.221,37266311,0,3
python,smart,random,random_n10_m80_s0,10,80,NA,10,0.702,68,0,1
cpp,smart,random,random_n10_m80_s0,10,80,NA,10,0.028,68,0,1
java,smart,random,random_n10_m80_s0,10,80,NA,10,3.500,68,0,1
python,smart,random,random_n10_m80_s0,10,80,NA,10,0.712,68,0,2
cpp,smart,random,random_n10_m80_s0,10,80,NA,10,0.031,68,0,2
java,smart,random,random_n10_m80_s0,10,80,NA,10,3.765,68,0,2
python,smart,random,random_n10_m80_s0,10,80,NA,10,0.704,68,0,3
cpp,smart,random,random_n10_m80_s0,10,80,NA,10,0.028,68,0,3
java,smart,random,random_n10_m80_s0,10,80,NA,10,3.493,68,0,3
python,brute,random,random_n10_m80_s1,10,80,NA,NA,5000,NA,1,1
cpp,brute,random,random_n10_m80_s1,10,80,NA,10,132.453,35323981,0,1
java,brute,random,random_n10_m80_s1,10,80,NA,10,236.419,35323981,0,1
python,brute,random,random_n10_m80_s1,10,80,NA,NA,5000,NA,1,2
cpp,brute,random,random_n10_m80_s1,10,80,NA,10,132.172,35323981,0,2
java,brute,random,random_n10_m80_s1,10,80,NA,10,237.345,35323981,0,2
python,brute,random,random_n10_m80_s1,10,80,NA,NA,5000,NA,1,3
cpp,brute,random,random_n10_m80_s1,10,80,NA,10,132.037,35323981,0,3
java,brute,random,random_n10_m80_s1,10,80,NA,10,236.972,35323981,0,3
python,smart,random,random_n10_m80_s1,10,80,NA,10,0.333,30,0,1
cpp,smart,random,random_n10_m80_s1,10,80,NA,10,0.017,30,0,1
java,smart,random,random_n10_m80_s1,10,80,NA,10,3.720,30,0,1
python,smart,random,random_n10_m80_s1,10,80,NA,10,0.327,30,0,2
cpp,smart,random,random_n10_m80_s1,10,80,NA,10,0.022,30,0,2
java,smart,random,random_n10_m80_s1,10,80,NA,10,3.317,30,0,2
python,smart,random,random_n10_m80_s1,10,80,NA,10,0.326,30,0,3
cpp,smart,random,random_n10_m80_s1,10,80,NA,10,0.017,30,0,3
java,smart,random,random_n10_m80_s1,10,80,NA,10,3.258,30,0,3
python,brute,random,random_n10_m80_s2,10,80,NA,NA,5000,NA,1,1
cpp,brute,random,random_n10_m80_s2,10,80,NA,10,126.792,34583473,0,1
java,brute,random,random_n10_m80_s2,10,80,NA,10,229.512,34583473,0,1
python,brute,random,random_n10_m80_s2,10,80,NA,NA,5000,NA,1,2
cpp,brute,random,random_n10_m80_s2,10,80,NA,10,126.643,34583473,0,2
java,brute,random,random_n10_m80_s2,10,80,NA,10,228.289,34583473,0,2
python,brute,random,random_n10_m80_s2,10,80,NA,NA,5000,NA,1,3
cpp,brute,random,random_n10_m80_s2,10,80,NA,10,127.024,34583473,0,3
java,brute,random,random_n10_m80_s2,10,80,NA,10,229.646,34583473,0,3
python,smart,random,random_n10_m80_s2,10,80,NA,10,0.333,30,0,1
cpp,smart,random,random_n10_m80_s2,10,80,NA,10,0.016,30,0,1
java,smart,random,random_n10_m80_s2,10,80,NA,10,3.305,30,0,1
python,smart,random,random_n10_m80_s2,10,80,NA,10,0.330,30,0,2
cpp,smart,random,random_n10_m80_s2,10,80,NA,10,0.016,30,0,2
java,smart,random,random_n10_m80_s2,10,80,NA,10,3.294,30,0,2
python,smart,random,random_n10_m80_s2,10,80,NA,10,0.329,30,0,3
cpp,smart,random,random_n10_m80_s2,10,80,NA,10,0.017,30,0,3
java,smart,random,random_n10_m80_s2,10,80,NA,10,3.320,30,0,3
python,brute,random,random_n10_m80_s3,10,80,NA,NA,5000,NA,1,1
cpp,brute,random,random_n10_m80_s3,10,80,NA,10,134.819,34639256,0,1
java,brute,random,random_n10_m80_s3,10,80,NA,10,240.025,34639256,0,1
python,brute,random,random_n10_m80_s3,10,80,NA,NA,5000,NA,1,2
cpp,brute,random,random_n10_m80_s3,10,80,NA,10,135.333,34639256,0,2
java,brute,random,random_n10_m80_s3,10,80,NA,10,240.667,34639256,0,2
python,brute,random,random_n10_m80_s3,10,80,NA,NA,5000,NA,1,3
cpp,brute,random,random_n10_m80_s3,10,80,NA,10,135.933,34639256,0,3
java,brute,random,random_n10_m80_s3,10,80,NA,10,237.780,34639256,0,3
python,smart,random,random_n10_m80_s3,10,80,NA,10,0.326,27,0,1
cpp,smart,random,random_n10_m80_s3,10,80,NA,10,0.016,27,0,1
java,smart,random,random_n10_m80_s3,10,80,NA,10,3.277,27,0,1
python,smart,random,random_n10_m80_s3,10,80,NA,10,0.333,27,0,2
cpp,smart,random,random_n10_m80_s3,10,80,NA,10,0.016,27,0,2
java,smart,random,random_n10_m80_s3,10,80,NA,10,3.330,27,0,2
python,smart,random,random_n10_m80_s3,10,80,NA,10,0.323,27,0,3
cpp,smart,random,random_n10_m80_s3,10,80,NA,10,0.019,27,0,3
java,smart,random,random_n10_m80_s3,10,80,NA,10,3.349,27,0,3
python,brute,random,random_n10_m80_s4,10,80,NA,10,4823.693,27560963,0,1
cpp,brute,random,random_n10_m80_s4,10,80,NA,10,110.501,27560963,0,1
java,brute,random,random_n10_m80_s4,10,80,NA,10,192.958,27560963,0,1
python,brute,random,random_n10_m80_s4,10,80,NA,10,4924.977,27560963,0,2
cpp,brute,random,random_n10_m80_s4,10,80,NA,10,110.656,27560963,0,2
java,brute,random,random_n10_m80_s4,10,80,NA,10,193.131,27560963,0,2
python,brute,random,random_n10_m80_s4,10,80,NA,10,4869.897,27560963,0,3
cpp,brute,random,random_n10_m80_s4,10,80,NA,10,109.972,27560963,0,3
java,brute,random,random_n10_m80_s4,10,80,NA,10,194.373,27560963,0,3
python,smart,random,random_n10_m80_s4,10,80,NA,10,0.635,61,0,1
cpp,smart,random,random_n10_m80_s4,10,80,NA,10,0.024,61,0,1
java,smart,random,random_n10_m80_s4,10,80,NA,10,3.412,61,0,1
python,smart,random,random_n10_m80_s4,10,80,NA,10,0.637,61,0,2
cpp,smart,random,random_n10_m80_s4,10,80,NA,10,0.024,61,0,2
java,smart,random,random_n10_m80_s4,10,80,NA,10,3.456,61,0,2
python,smart,random,random_n10_m80_s4,10,80,NA,10,0.636,61,0,3
cpp,smart,random,random_n10_m80_s4,10,80,NA,10,0.025,61,0,3
java,smart,random,random_n10_m80_s4,10,80,NA,10,3.498,61,0,3
python,brute,random,random_n20_m160_s0,20,160,NA,NA,5000,NA,1,1
cpp,brute,random,random_n20_m160_s0,20,160,NA,NA,5000,NA,1,1
java,brute,random,random_n20_m160_s0,20,160,NA,19,5003.328,1003524957,1,1
python,brute,random,random_n20_m160_s0,20,160,NA,NA,5000,NA,1,2
