lang,algo,family,instance,n,m,opt,k,time_ms,nodes,timed_out,replica
cpp,brute,random,random_n20_m160_s0,20,160,NA,NA,5000,NA,1,2
java,brute,random,random_n20_m160_s0,20,160,NA,NA,5000,NA,1,2
python,brute,random,random_n20_m160_s0,20,160,NA,NA,5000,NA,1,3
cpp,brute,random,random_n20_m160_s0,20,160,NA,NA,5000,NA,1,3
java,brute,random,random_n20_m160_s0,20,160,NA,NA,5000,NA,1,3
python,smart,random,random_n20_m160_s0,20,160,NA,20,1.782,92,0,1
cpp,smart,random,random_n20_m160_s0,20,160,NA,20,0.049,92,0,1
java,smart,random,random_n20_m160_s0,20,160,NA,20,3.844,92,0,1
python,smart,random,random_n20_m160_s0,20,160,NA,20,1.754,92,0,2
cpp,smart,random,random_n20_m160_s0,20,160,NA,20,0.048,92,0,2
java,smart,random,random_n20_m160_s0,20,160,NA,20,3.831,92,0,2
python,smart,random,random_n20_m160_s0,20,160,NA,20,1.755,92,0,3
cpp,smart,random,random_n20_m160_s0,20,160,NA,20,0.049,92,0,3
java,smart,random,random_n20_m160_s0,20,160,NA,20,3.825,92,0,3
python,brute,random,random_n20_m160_s1,20,160,NA,NA,5000,NA,1,1
cpp,brute,random,random_n20_m160_s1,20,160,NA,NA,5000,NA,1,1
java,brute,random,random_n20_m160_s1,20,160,NA,19,5003.412,992959280,1,1
python,brute,random,random_n20_m160_s1,20,160,NA,NA,5000,NA,1,2
cpp,brute,random,random_n20_m160_s1,20,160,NA,NA,5000,NA,1,2
java,brute,random,random_n20_m160_s1,20,160,NA,NA,5000,NA,1,2
python,brute,random,random_n20_m160_s1,20,160,NA,NA,5000,NA,1,3
cpp,brute,random,random_n20_m160_s1,20,160,NA,NA,5000,NA,1,3
java,brute,random,random_n20_m160_s1,20,160,NA,NA,5000,NA,1,3
python,smart,random,random_n20_m160_s1,20,160,NA,20,6.942,345,0,1
cpp,smart,random,random_n20_m160_s1,20,160,NA,20,0.165,345,0,1
java,smart,random,random_n20_m160_s1,20,160,NA,20,5.499,345,0,1
python,smart,random,random_n20_m160_s1,20,160,NA,20,6.996,345,0,2
cpp,smart,random,random_n20_m160_s1,20,160,NA,20,0.191,345,0,2
java,smart,random,random_n20_m160_s1,20,160,NA,20,5.441,345,0,2
python,smart,random,random_n20_m160_s1,20,160,NA,20,7.010,345,0,3
cpp,smart,random,random_n20_m160_s1,20,160,NA,20,0.165,345,0,3
java,smart,random,random_n20_m160_s1,20,160,NA,20,5.631,345,0,3
python,brute,random,random_n20_m160_s2,20,160,NA,NA,5000,NA,1,1
cpp,brute,random,random_n20_m160_s2,20,160,NA,NA,5000,NA,1,1
java,brute,random,random_n20_m160_s2,20,160,NA,19,5003.349,969617658,1,1
python,brute,random,random_n20_m160_s2,20,160,NA,NA,5000,NA,1,2
cpp,brute,random,random_n20_m160_s2,20,160,NA,NA,5000,NA,1,2
java,brute,random,random_n20_m160_s2,20,160,NA,NA,5000,NA,1,2
python,brute,random,random_n20_m160_s2,20,160,NA,NA,5000,NA,1,3
cpp,brute,random,random_n20_m160_s2,20,160,NA,NA,5000,NA,1,3
java,brute,random,random_n20_m160_s2,20,160,NA,NA,5000,NA,1,3
python,smart,random,random_n20_m160_s2,20,160,NA,20,27.185,1227,0,1
cpp,smart,random,random_n20_m160_s2,20,160,NA,20,0.623,1227,0,1
java,smart,random,random_n20_m160_s2,20,160,NA,20,6.847,1227,0,1
python,smart,random,random_n20_m160_s2,20,160,NA,20,27.123,1227,0,2
cpp,smart,random,random_n20_m160_s2,20,160,NA,20,0.625,1227,0,2
java,smart,random,random_n20_m160_s2,20,160,NA,20,6.651,1227,0,2
python,smart,random,random_n20_m160_s2,20,160,NA,20,27.731,1227,0,3
cpp,smart,random,random_n20_m160_s2,20,160,NA,20,0.616,1227,0,3
java,smart,random,random_n20_m160_s2,20,160,NA,20,6.644,1227,0,3
python,brute,random,random_n20_m160_s3,20,160,NA,NA,5000,NA,1,1
cpp,brute,random,random_n20_m160_s3,20,160,NA,NA,5000,NA,1,1
java,brute,random,random_n20_m160_s3,20,160,NA,19,5003.386,1035999273,1,1
python,brute,random,random_n20_m160_s3,20,160,NA,NA,5000,NA,1,2
cpp,brute,random,random_n20_m160_s3,20,160,NA,NA,5000,NA,1,2
java,brute,random,random_n20_m160_s3,20,160,NA,NA,5000,NA,1,2
python,brute,random,random_n20_m160_s3,20,160,NA,NA,5000,NA,1,3
cpp,brute,random,random_n20_m160_s3,20,160,NA,NA,5000,NA,1,3
java,brute,random,random_n20_m160_s3,20,160,NA,NA,5000,NA,1,3
python,smart,random,random_n20_m160_s3,20,160,NA,20,4.505,223,0,1
cpp,smart,random,random_n20_m160_s3,20,160,NA,20,0.111,223,0,1
java,smart,random,random_n20_m160_s3,20,160,NA,20,4.722,223,0,1
python,smart,random,random_n20_m160_s3,20,160,NA,20,4.521,223,0,2
cpp,smart,random,random_n20_m160_s3,20,160,NA,20,0.116,223,0,2
java,smart,random,random_n20_m160_s3,20,160,NA,20,4.761,223,0,2
python,smart,random,random_n20_m160_s3,20,160,NA,20,4.499,223,0,3
cpp,smart,random,random_n20_m160_s3,20,160,NA,20,0.111,223,0,3
java,smart,random,random_n20_m160_s3,20,160,NA,20,4.830,223,0,3
python,brute,random,random_n20_m160_s4,20,160,NA,NA,5000,NA,1,1
cpp,brute,random,random_n20_m160_s4,20,160,NA,NA,5000,NA,1,1
java,brute,random,random_n20_m160_s4,20,160,NA,19,5003.369,1057956002,1,1
python,brute,random,random_n20_m160_s4,20,160,NA,NA,5000,NA,1,2
cpp,brute,random,random_n20_m160_s4,20,160,NA,NA,5000,NA,1,2
java,brute,random,random_n20_m160_s4,20,160,NA,NA,5000,NA,1,2
python,brute,random,random_n20_m160_s4,20,160,NA,NA,5000,NA,1,3
cpp,brute,random,random_n20_m160_s4,20,160,NA,NA,5000,NA,1,3
java,brute,random,random_n20_m160_s4,20,160,NA,NA,5000,NA,1,3
python,smart,random,random_n20_m160_s4,20,160,NA,20,5.965,277,0,1
cpp,smart,random,random_n20_m160_s4,20,160,NA,20,0.136,277,0,1
java,smart,random,random_n20_m160_s4,20,160,NA,20,5.161,277,0,1
python,smart,random,random_n20_m160_s4,20,160,NA,20,5.813,277,0,2
cpp,smart,random,random_n20_m160_s4,20,160,NA,20,0.136,277,0,2
java,smart,random,random_n20_m160_s4,20,160,NA,20,5.175,277,0,2
python,smart,random,random_n20_m160_s4,20,160,NA,20,5.879,277,0,3
cpp,smart,random,random_n20_m160_s4,20,160,NA,20,0.136,277,0,3
java,smart,random,random_n20_m160_s4,20,160,NA,20,5.148,277,0,3
python,brute,random,random_n20_m20_s0,20,20,NA,11,14.644,58999,0,1
cpp,brute,random,random_n20_m20_s0,20,20,NA,11,0.208,58999,0,1
java,brute,random,random_n20_m20_s0,20,20,NA,11,5.151,58999,0,1
python,brute,random,random_n20_m20_s0,20,20,NA,11,14.319,58999,0,2
cpp,brute,random,random_n20_m20_s0,20,20,NA,11,0.202,58999,0,2
java,brute,random,random_n20_m20_s0,20,20,NA,11,5.091,58999,0,2
python,brute,random,random_n20_m20_s0,20,20,NA,11,14.441,58999,0,3
cpp,brute,random,random_n20_m20_s0,20,20,NA,11,0.202,58999,0,3
java,brute,random,random_n20_m20_s0,20,20,NA,11,5.079,58999,0,3
python,smart,random,random_n20_m20_s0,20,20,NA,11,1.239,96,0,1
cpp,smart,random,random_n20_m20_s0,20,20,NA,11,0.030,96,0,1
java,smart,random,random_n20_m20_s0,20,20,NA,11,3.796,96,0,1
python,smart,random,random_n20_m20_s0,20,20,NA,11,1.227,96,0,2
cpp,smart,random,random_n20_m20_s0,20,20,NA,11,0.030,96,0,2
java,smart,random,random_n20_m20_s0,20,20,NA,11,3.865,96,0,2
python,smart,random,random_n20_m20_s0,20,20,NA,11,1.245,96,0,3
cpp,smart,random,random_n20_m20_s0,20,20,NA,11,0.030,96,0,3
java,smart,random,random_n20_m20_s0,20,20,NA,11,3.844,96,0,3
python,brute,random,random_n20_m20_s1,20,20,NA,10,12.489,48215,0,1
cpp,brute,random,random_n20_m20_s1,20,20,NA,10,0.174,48215,0,1
java,brute,random,random_n20_m20_s1,20,20,NA,10,4.954,48215,0,1
python,brute,random,random_n20_m20_s1,20,20,NA,10,12.592,48215,0,2
cpp,brute,random,random_n20_m20_s1,20,20,NA,10,0.174,48215,0,2
java,brute,random,random_n20_m20_s1,20,20,NA,10,4.940,48215,0,2
python,brute,random,random_n20_m20_s1,20,20,NA,10,12.604,48215,0,3
cpp,brute,random,random_n20_m20_s1,20,20,NA,10,0.181,48215,0,3
java,brute,random,random_n20_m20_s1,20,20,NA,10,4.800,48215,0,3
python,smart,random,random_n20_m20_s1,20,20,NA,10,1.784,136,0,1
cpp,smart,random,random_n20_m20_s1,20,20,NA,10,0.039,136,0,1
java,smart,random,random_n20_m20_s1,20,20,NA,10,3.965,136,0,1
python,smart,random,random_n20_m20_s1,20,20,NA,10,1.807,136,0,2
cpp,smart,random,random_n20_m20_s1,20,20,NA,10,0.038,136,0,2
java,smart,random,random_n20_m20_s1,20,20,NA,10,4.172,136,0,2
python,smart,random,random_n20_m20_s1,20,20,NA,10,1.788,136,0,3
cpp,smart,random,random_n20_m20_s1,20,20,NA,10,0.038,136,0,3
java,smart,random,random_n20_m20_s1,20,20,NA,10,3.986,136,0,3
python,brute,random,random_n20_m20_s2,20,20,NA,10,8.929,34310,0,1
cpp,brute,random,random_n20_m20_s2,20,20,NA,10,0.117,34310,0,1
java,brute,random,random_n20_m20_s2,20,20,NA,10,4.647,34310,0,1
python,brute,random,random_n20_m20_s2,20,20,NA,10,9.658,34310,0,2
cpp,brute,random,random_n20_m20_s2,20,20,NA,10,0.117,34310,0,2
java,brute,random,random_n20_m20_s2,20,20,NA,10,4.637,34310,0,2
python,brute,random,random_n20_m20_s2,20,20,NA,10,8.980,34310,0,3
cpp,brute,random,random_n20_m20_s2,20,20,NA,10,0.117,34310,0,3
java,brute,random,random_n20_m20_s2,20,20,NA,10,4.694,34310,0,3
python,smart,random,random_n20_m20_s2,20,20,NA,10,1.237,84,0,1
cpp,smart,random,random_n20_m20_s2,20,20,NA,10,0.028,84,0,1
java,smart,random,random_n20_m20_s2,20,20,NA,10,3.740,84,0,1
python,smart,random,random_n20_m20_s2,20,20,NA,10,1.219,84,0,2
cpp,smart,random,random_n20_m20_s2,20,20,NA,10,0.028,84,0,2
java,smart,random,random_n20_m20_s2,20,20,NA,10,3.795,84,0,2
python,smart,random,random_n20_m20_s2,20,20,NA,10,1.222,84,0,3
cpp,smart,random,random_n20_m20_s2,20,20,NA,10,0.028,84,0,3
java,smart,random,random_n20_m20_s2,20,20,NA,10,3.868,84,0,3
python,brute,random,random_n20_m20_s3,20,20,NA,10,12.556,47977,0,1
cpp,brute,random,random_n20_m20_s3,20,20,NA,10,0.179,47977,0,1
java,brute,random,random_n20_m20_s3,20,20,NA,10,5.373,47977,0,1
python,brute,random,random_n20_m20_s3,20,20,NA,10,12.469,47977,0,2
cpp,brute,random,random_n20_m20_s3,20,20,NA,10,0.179,47977,0,2
java,brute,random,random_n20_m20_s3,20,20,NA,10,4.914,47977,0,2
python,brute,random,random_n20_m20_s3,20,20,NA,10,12.843,47977,0,3
cpp,brute,random,random_n20_m20_s3,20,20,NA,10,0.179,47977,0,3
java,brute,random,random_n20_m20_s3,20,20,NA,10,5.048,47977,0,3
python,smart,random,random_n20_m20_s3,20,20,NA,10,0.973,59,0,1
cpp,smart,random,random_n20_m20_s3,20,20,NA,10,0.023,59,0,1
java,smart,random,random_n20_m20_s3,20,20,NA,10,3.610,59,0,1
python,smart,random,random_n20_m20_s3,20,20,NA,10,0.934,59,0,2
cpp,smart,random,random_n20_m20_s3,20,20,NA,10,0.023,59,0,2
java,smart,random,random_n20_m20_s3,20,20,NA,10,3.662,59,0,2
python,smart,random,random_n20_m20_s3,20,20,NA,10,0.937,59,0,3
cpp,smart,random,random_n20_m20_s3,20,20,NA,10,0.024,59,0,3
java,smart,random,random_n20_m20_s3,20,20,NA,10,3.746,59,0,3
python,brute,random,random_n20_m20_s4,20,20,NA,11,12.278,42673,0,1
cpp,brute,random,random_n20_m20_s4,20,20,NA,11,0.159,42673,0,1
java,brute,random,random_n20_m20_s4,20,20,NA,11,4.777,42673,0,1
python,brute,random,random_n20_m20_s4,20,20,NA,11,12.015,42673,0,2
cpp,brute,random,random_n20_m20_s4,20,20,NA,11,0.151,42673,0,2
java,brute,random,random_n20_m20_s4,20,20,NA,11,4.926,42673,0,2
python,brute,random,random_n20_m20_s4,20,20,NA,11,12.373,42673,0,3
cpp,brute,random,random_n20_m20_s4,20,20,NA,11,0.171,42673,0,3
java,brute,random,random_n20_m20_s4,20,20,NA,11,4.848,42673,0,3
python,smart,random,random_n20_m20_s4,20,20,NA,11,2.034,170,0,1
cpp,smart,random,random_n20_m20_s4,20,20,NA,11,0.044,170,0,1
java,smart,random,random_n20_m20_s4,20,20,NA,11,4.104,170,0,1
python,smart,random,random_n20_m20_s4,20,20,NA,11,2.046,170,0,2
cpp,smart,random,random_n20_m20_s4,20,20,NA,11,0.043,170,0,2
java,smart,random,random_n20_m20_s4,20,20,NA,11,4.052,170,0,2
python,smart,random,random_n20_m20_s4,20,20,NA,11,2.040,170,0,3
cpp,smart,random,random_n20_m20_s4,20,20,NA,11,0.045,170,0,3
java,smart,random,random_n20_m20_s4,20,20,NA,11,4.187,170,0,3
python,brute,random,random_n20_m40_s0,20,40,NA,14,3474.575,13796881,0,1
cpp,brute,random,random_n20_m40_s0,20,40,NA,14,47.624,13796881,0,1
java,brute,random,random_n20_m40_s0,20,40,NA,14,99.570,13796881,0,1
python,brute,random,random_n20_m40_s0,20,40,NA,14,3243.796,13796881,0,2
cpp,brute,random,random_n20_m40_s0,20,40,NA,14,49.048,13796881,0,2
java,brute,random,random_n20_m40_s0,20,40,NA,14,99.292,13796881,0,2
python,brute,random,random_n20_m40_s0,20,40,NA,14,3264.745,13796881,0,3
cpp,brute,random,random_n20_m40_s0,20,40,NA,14,47.646,13796881,0,3
java,brute,random,random_n20_m40_s0,20,40,NA,14,99.435,13796881,0,3
python,smart,random,random_n20_m40_s0,20,40,NA,14,12.223,722,0,1
cpp,smart,random,random_n20_m40_s0,20,40,NA,14,0.205,722,0,1
java,smart,random,random_n20_m40_s0,20,40,NA,14,5.968,722,0,1
python,smart,random,random_n20_m40_s0,20,40,NA,14,12.688,722,0,2
cpp,smart,random,random_n20_m40_s0,20,40,NA,14,0.214,722,0,2
java,smart,random,random_n20_m40_s0,20,40,NA,14,5.856,722,0,2
python,smart,random,random_n20_m40_s0,20,40,NA,14,12.794,722,0,3
cpp,smart,random,random_n20_m40_s0,20,40,NA,14,0.203,722,0,3
java,smart,random,random_n20_m40_s0,20,40,NA,14,6.170,722,0,3
python,brute,random,random_n20_m40_s1,20,40,NA,15,4592.047,19471977,0,1
cpp,brute,random,random_n20_m40_s1,20,40,NA,15,58.205,19471977,0,1
java,brute,random,random_n20_m40_s1,20,40,NA,15,133.526,19471977,0,1
python,brute,random,random_n20_m40_s1,20,40,NA,15,4564.590,19471977,0,2
cpp,brute,random,random_n20_m40_s1,20,40,NA,15,58.480,19471977,0,2
java,brute,random,random_n20_m40_s1,20,40,NA,15,133.954,19471977,0,2
python,brute,random,random_n20_m40_s1,20,40,NA,15,4617.141,19471977,0,3
cpp,brute,random,random_n20_m40_s1,20,40,NA,15,58.085,19471977,0,3
java,brute,random,random_n20_m40_s1,20,40,NA,15,134.480,19471977,0,3
python,smart,random,random_n20_m40_s1,20,40,NA,15,7.601,479,0,1
cpp,smart,random,random_n20_m40_s1,20,40,NA,15,0.147,479,0,1
java,smart,random,random_n20_m40_s1,20,40,NA,15,5.578,479,0,1
python,smart,random,random_n20_m40_s1,20,40,NA,15,7.659,479,0,2
cpp,smart,random,random_n20_m40_s1,20,40,NA,15,0.132,479,0,2
java,smart,random,random_n20_m40_s1,20,40,NA,15,5.406,479,0,2
python,smart,random,random_n20_m40_s1,20,40,NA,15,7.798,479,0,3
cpp,smart,random,random_n20_m40_s1,20,40,NA,15,0.135,479,0,3
java,smart,random,random_n20_m40_s1,20,40,NA,15,5.649,479,0,3
python,brute,random,random_n20_m40_s2,20,40,NA,15,2916.040,12631842,0,1
cpp,brute,random,random_n20_m40_s2,20,40,NA,15,38.668,12631842,0,1
java,brute,random,random_n20_m40_s2,20,40,NA,15,85.748,12631842,0,1
python,brute,random,random_n20_m40_s2,20,40,NA,15,2937.529,12631842,0,2
cpp,brute,random,random_n20_m40_s2,20,40,NA,15,38.663,12631842,0,2
java,brute,random,random_n20_m40_s2,20,40,NA,15,86.453,12631842,0,2
python,brute,random,random_n20_m40_s2,20,40,NA,15,2899.428,12631842,0,3
cpp,brute,random,random_n20_m40_s2,20,40,NA,15,38.587,12631842,0,3
java,brute,random,random_n20_m40_s2,20,40,NA,15,87.703,12631842,0,3
python,smart,random,random_n20_m40_s2,20,40,NA,15,7.583,504,0,1
cpp,smart,random,random_n20_m40_s2,20,40,NA,15,0.130,504,0,1
java,smart,random,random_n20_m40_s2,20,40,NA,15,5.436,504,0,1
python,smart,random,random_n20_m40_s2,20,40,NA,15,7.176,504,0,2
cpp,smart,random,random_n20_m40_s2,20,40,NA,15,0.129,504,0,2
java,smart,random,random_n20_m40_s2,20,40,NA,15,5.567,504,0,2
python,smart,random,random_n20_m40_s2,20,40,NA,15,7.169,504,0,3
cpp,smart,random,random_n20_m40_s2,20,40,NA,15,0.131,504,0,3
java,smart,random,random_n20_m40_s2,20,40,NA,15,5.411,504,0,3
python,brute,random,random_n20_m40_s3,20,40,NA,14,2671.246,11749077,0,1
cpp,brute,random,random_n20_m40_s3,20,40,NA,14,38.483,11749077,0,1
java,brute,random,random_n20_m40_s3,20,40,NA,14,86.296,11749077,0,1
python,brute,random,random_n20_m40_s3,20,40,NA,14,2666.984,11749077,0,2
cpp,brute,random,random_n20_m40_s3,20,40,NA,14,38.513,11749077,0,2
java,brute,random,random_n20_m40_s3,20,40,NA,14,85.121,11749077,0,2
python,brute,random,random_n20_m40_s3,20,40,NA,14,2677.418,11749077,0,3
cpp,brute,random,random_n20_m40_s3,20,40,NA,14,38.759,11749077,0,3
java,brute,random,random_n20_m40_s3,20,40,NA,14,85.706,11749077,0,3
python,smart,random,random_n20_m40_s3,20,40,NA,14,2.715,181,0,1
cpp,smart,random,random_n20_m40_s3,20,40,NA,14,0.058,181,0,1
java,smart,random,random_n20_m40_s3,20,40,NA,14,4.575,181,0,1
python,smart,random,random_n20_m40_s3,20,40,NA,14,2.725,181,0,2
cpp,smart,random,random_n20_m40_s3,20,40,NA,14,0.058,181,0,2
java,smart,random,random_n20_m40_s3,20,40,NA,14,4.368,181,0,2
python,smart,random,random_n20_m40_s3,20,40,NA,14,2.729,181,0,3
cpp,smart,random,random_n20_m40_s3,20,40,NA,14,0.058,181,0,3
java,smart,random,random_n20_m40_s3,20,40,NA,14,4.454,181,0,3
python,brute,random,random_n20_m40_s4,20,40,NA,13,1347.883,6193653,0,1
cpp,brute,random,random_n20_m40_s4,20,40,NA,13,18.214,6193653,0,1
java,brute,random,random_n20_m40_s4,20,40,NA,13,49.161,6193653,0,1
python,brute,random,random_n20_m40_s4,20,40,NA,13,1344.045,6193653,0,2
cpp,brute,random,random_n20_m40_s4,20,40,NA,13,18.110,6193653,0,2
java,brute,random,random_n20_m40_s4,20,40,NA,13,48.542,6193653,0,2
python,brute,random,random_n20_m40_s4,20,40,NA,13,1334.301,6193653,0,3
cpp,brute,random,random_n20_m40_s4,20,40,NA,13,18.138,6193653,0,3
java,brute,random,random_n20_m40_s4,20,40,NA,13,49.014,6193653,0,3
python,smart,random,random_n20_m40_s4,20,40,NA,13,11.289,760,0,1
cpp,smart,random,random_n20_m40_s4,20,40,NA,13,0.202,760,0,1
java,smart,random,random_n20_m40_s4,20,40,NA,13,5.947,760,0,1
python,smart,random,random_n20_m40_s4,20,40,NA,13,11.259,760,0,2
cpp,smart,random,random_n20_m40_s4,20,40,NA,13,0.202,760,0,2
java,smart,random,random_n20_m40_s4,20,40,NA,13,5.912,760,0,2
python,smart,random,random_n20_m40_s4,20,40,NA,13,11.315,760,0,3
cpp,smart,random,random_n20_m40_s4,20,40,NA,13,0.225,760,0,3
java,smart,random,random_n20_m40_s4,20,40,NA,13,5.810,760,0,3
python,brute,random,random_n20_m80_s0,20,80,NA,NA,5000,NA,1,1
cpp,brute,random,random_n20_m80_s0,20,80,NA,NA,5000,NA,1,1
java,brute,random,random_n20_m80_s0,20,80,NA,18,5003.397,953345890,1,1
python,brute,random,random_n20_m80_s0,20,80,NA,NA,5000,NA,1,2
cpp,brute,random,random_n20_m80_s0,20,80,NA,NA,5000,NA,1,2
java,brute,random,random_n20_m80_s0,20,80,NA,NA,5000,NA,1,2
python,brute,random,random_n20_m80_s0,20,80,NA,NA,5000,NA,1,3
cpp,brute,random,random_n20_m80_s0,20,80,NA,NA,5000,NA,1,3
java,brute,random,random_n20_m80_s0,20,80,NA,NA,5000,NA,1,3
python,smart,random,random_n20_m80_s0,20,80,NA,18,25.725,1236,0,1
cpp,smart,random,random_n20_m80_s0,20,80,NA,18,0.487,1236,0,1
java,smart,random,random_n20_m80_s0,20,80,NA,18,6.316,1236,0,1
python,smart,random,random_n20_m80_s0,20,80,NA,18,26.363,1236,0,2
cpp,smart,random,random_n20_m80_s0,20,80,NA,18,0.477,1236,0,2
java,smart,random,random_n20_m80_s0,20,80,NA,18,8.721,1236,0,2
python,smart,random,random_n20_m80_s0,20,80,NA,18,25.799,1236,0,3
cpp,smart,random,random_n20_m80_s0,20,80,NA,18,0.478,1236,0,3
java,smart,random,random_n20_m80_s0,20,80,NA,18,6.587,1236,0,3
python,brute,random,random_n20_m80_s1,20,80,NA,NA,5000,NA,1,1
cpp,brute,random,random_n20_m80_s1,20,80,NA,NA,5000,NA,1,1
java,brute,random,random_n20_m80_s1,20,80,NA,17,5003.393,863088170,1,1
python,brute,random,random_n20_m80_s1,20,80,NA,NA,5000,NA,1,2
cpp,brute,random,random_n20_m80_s1,20,80,NA,NA,5000,NA,1,2
java,brute,random,random_n20_m80_s1,20,80,NA,NA,5000,NA,1,2
python,brute,random,random_n20_m80_s1,20,80,NA,NA,5000,NA,1,3
cpp,brute,random,random_n20_m80_s1,20,80,NA,NA,5000,NA,1,3
java,brute,random,random_n20_m80_s1,20,80,NA,NA,5000,NA,1,3
python,smart,random,random_n20_m80_s1,20,80,NA,18,39.217,1811,0,1
cpp,smart,random,random_n20_m80_s1,20,80,NA,18,0.771,1811,0,1
java,smart,random,random_n20_m80_s1,20,80,NA,18,7.194,1811,0,1
python,smart,random,random_n20_m80_s1,20,80,NA,18,37.887,1811,0,2
cpp,smart,random,random_n20_m80_s1,20,80,NA,18,0.684,1811,0,2
java,smart,random,random_n20_m80_s1,20,80,NA,18,7.276,1811,0,2
python,smart,random,random_n20_m80_s1,20,80,NA,18,37.451,1811,0,3
cpp,smart,random,random_n20_m80_s1,20,80,NA,18,0.679,1811,0,3
java,smart,random,random_n20_m80_s1,20,80,NA,18,7.288,1811,0,3
python,brute,random,random_n20_m80_s2,20,80,NA,NA,5000,NA,1,1
cpp,brute,random,random_n20_m80_s2,20,80,NA,NA,5000,NA,1,1
java,brute,random,random_n20_m80_s2,20,80,NA,18,5003.347,884606856,1,1
python,brute,random,random_n20_m80_s2,20,80,NA,NA,5000,NA,1,2
cpp,brute,random,random_n20_m80_s2,20,80,NA,NA,5000,NA,1,2
java,brute,random,random_n20_m80_s2,20,80,NA,NA,5000,NA,1,2
python,brute,random,random_n20_m80_s2,20,80,NA,NA,5000,NA,1,3
cpp,brute,random,random_n20_m80_s2,20,80,NA,NA,5000,NA,1,3
java,brute,random,random_n20_m80_s2,20,80,NA,NA,5000,NA,1,3
python,smart,random,random_n20_m80_s2,20,80,NA,18,7.144,324,0,1
cpp,smart,random,random_n20_m80_s2,20,80,NA,18,0.138,324,0,1
java,smart,random,random_n20_m80_s2,20,80,NA,18,5.332,324,0,1
python,smart,random,random_n20_m80_s2,20,80,NA,18,7.214,324,0,2
cpp,smart,random,random_n20_m80_s2,20,80,NA,18,0.141,324,0,2
java,smart,random,random_n20_m80_s2,20,80,NA,18,5.125,324,0,2
python,smart,random,random_n20_m80_s2,20,80,NA,18,7.242,324,0,3
cpp,smart,random,random_n20_m80_s2,20,80,NA,18,0.138,324,0,3
java,smart,random,random_n20_m80_s2,20,80,NA,18,5.158,324,0,3
python,brute,random,random_n20_m80_s3,20,80,NA,NA,5000,NA,1,1
cpp,brute,random,random_n20_m80_s3,20,80,NA,NA,5000,NA,1,1
java,brute,random,random_n20_m80_s3,20,80,NA,17,5003.360,987561634,1,1
python,brute,random,random_n20_m80_s3,20,80,NA,NA,5000,NA,1,2
cpp,brute,random,random_n20_m80_s3,20,80,NA,NA,5000,NA,1,2
java,brute,random,random_n20_m80_s3,20,80,NA,NA,5000,NA,1,2
python,brute,random,random_n20_m80_s3,20,80,NA,NA,5000,NA,1,3
cpp,brute,random,random_n20_m80_s3,20,80,NA,NA,5000,NA,1,3
java,brute,random,random_n20_m80_s3,20,80,NA,NA,5000,NA,1,3
python,smart,random,random_n20_m80_s3,20,80,NA,17,2.787,127,0,1
cpp,smart,random,random_n20_m80_s3,20,80,NA,17,0.060,127,0,1
java,smart,random,random_n20_m80_s3,20,80,NA,17,4.056,127,0,1
python,smart,random,random_n20_m80_s3,20,80,NA,17,2.647,127,0,2
cpp,smart,random,random_n20_m80_s3,20,80,NA,17,0.061,127,0,2
java,smart,random,random_n20_m80_s3,20,80,NA,17,4.105,127,0,2
python,smart,random,random_n20_m80_s3,20,80,NA,17,2.651,127,0,3
cpp,smart,random,random_n20_m80_s3,20,80,NA,17,0.060,127,0,3
java,smart,random,random_n20_m80_s3,20,80,NA,17,4.217,127,0,3
python,brute,random,random_n20_m80_s4,20,80,NA,NA,5000,NA,1,1
cpp,brute,random,random_n20_m80_s4,20,80,NA,NA,5000,NA,1,1
java,brute,random,random_n20_m80_s4,20,80,NA,17,5003.813,914354249,1,1
python,brute,random,random_n20_m80_s4,20,80,NA,NA,5000,NA,1,2
cpp,brute,random,random_n20_m80_s4,20,80,NA,NA,5000,NA,1,2
java,brute,random,random_n20_m80_s4,20,80,NA,NA,5000,NA,1,2
python,brute,random,random_n20_m80_s4,20,80,NA,NA,5000,NA,1,3
cpp,brute,random,random_n20_m80_s4,20,80,NA,NA,5000,NA,1,3
java,brute,random,random_n20_m80_s4,20,80,NA,NA,5000,NA,1,3
python,smart,random,random_n20_m80_s4,20,80,NA,17,180.375,9541,0,1
cpp,smart,random,random_n20_m80_s4,20,80,NA,17,3.048,9541,0,1
java,smart,random,random_n20_m80_s4,20,80,NA,17,13.464,9541,0,1
python,smart,random,random_n20_m80_s4,20,80,NA,17,182.888,9541,0,2
cpp,smart,random,random_n20_m80_s4,20,80,NA,17,3.076,9541,0,2
java,smart,random,random_n20_m80_s4,20,80,NA,17,13.490,9541,0,2
python,smart,random,random_n20_m80_s4,20,80,NA,17,182.964,9541,0,3
cpp,smart,random,random_n20_m80_s4,20,80,NA,17,3.043,9541,0,3
java,smart,random,random_n20_m80_s4,20,80,NA,17,13.493,9541,0,3
python,brute,dense,dense,4,16,4,4,0.196,921,0,1
cpp,brute,dense,dense,4,16,4,4,0.005,921,0,1
java,brute,dense,dense,4,16,4,4,3.375,921,0,1
python,brute,dense,dense,4,16,4,4,0.202,921,0,2
cpp,brute,dense,dense,4,16,4,4,0.005,921,0,2
java,brute,dense,dense,4,16,4,4,3.412,921,0,2
python,brute,dense,dense,4,16,4,4,0.195,921,0,3
cpp,brute,dense,dense,4,16,4,4,0.005,921,0,3
