lang,algo,family,instance,n,m,opt,k,time_ms,nodes,timed_out,replica
java,brute,random,random_n10_m10_s1,10,10,NA,5,3.081,303,0,3
python,smart,random,random_n10_m10_s1,10,10,NA,5,0.260,26,0,1
cpp,smart,random,random_n10_m10_s1,10,10,NA,5,0.009,26,0,1
java,smart,random,random_n10_m10_s1,10,10,NA,5,3.386,26,0,1
python,smart,random,random_n10_m10_s1,10,10,NA,5,0.253,26,0,2
cpp,smart,random,random_n10_m10_s1,10,10,NA,5,0.009,26,0,2
java,smart,random,random_n10_m10_s1,10,10,NA,5,3.292,26,0,2
python,smart,random,random_n10_m10_s1,10,10,NA,5,0.251,26,0,3
cpp,smart,random,random_n10_m10_s1,10,10,NA,5,0.009,26,0,3
java,smart,random,random_n10_m10_s1,10,10,NA,5,3.321,26,0,3
python,brute,random,random_n10_m10_s2,10,10,NA,4,0.094,287,0,1
cpp,brute,random,random_n10_m10_s2,10,10,NA,4,0.003,287,0,1
java,brute,random,random_n10_m10_s2,10,10,NA,4,3.022,287,0,1
python,brute,random,random_n10_m10_s2,10,10,NA,4,0.096,287,0,2
cpp,brute,random,random_n10_m10_s2,10,10,NA,4,0.003,287,0,2
java,brute,random,random_n10_m10_s2,10,10,NA,4,3.051,287,0,2
python,brute,random,random_n10_m10_s2,10,10,NA,4,0.094,287,0,3
cpp,brute,random,random_n10_m10_s2,10,10,NA,4,0.003,287,0,3
java,brute,random,random_n10_m10_s2,10,10,NA,4,3.088,287,0,3
python,smart,random,random_n10_m10_s2,10,10,NA,4,0.274,27,0,1
cpp,smart,random,random_n10_m10_s2,10,10,NA,4,0.011,27,0,1
java,smart,random,random_n10_m10_s2,10,10,NA,4,3.283,27,0,1
python,smart,random,random_n10_m10_s2,10,10,NA,4,0.270,27,0,2
cpp,smart,random,random_n10_m10_s2,10,10,NA,4,0.009,27,0,2
java,smart,random,random_n10_m10_s2,10,10,NA,4,3.351,27,0,2
python,smart,random,random_n10_m10_s2,10,10,NA,4,0.274,27,0,3
cpp,smart,random,random_n10_m10_s2,10,10,NA,4,0.009,27,0,3
java,smart,random,random_n10_m10_s2,10,10,NA,4,3.343,27,0,3
python,brute,random,random_n10_m10_s3,10,10,NA,6,0.148,465,0,1
cpp,brute,random,random_n10_m10_s3,10,10,NA,6,0.004,465,0,1
java,brute,random,random_n10_m10_s3,10,10,NA,6,3.293,465,0,1
python,brute,random,random_n10_m10_s3,10,10,NA,6,0.148,465,0,2
cpp,brute,random,random_n10_m10_s3,10,10,NA,6,0.004,465,0,2
java,brute,random,random_n10_m10_s3,10,10,NA,6,3.271,465,0,2
python,brute,random,random_n10_m10_s3,10,10,NA,6,0.149,465,0,3
cpp,brute,random,random_n10_m10_s3,10,10,NA,6,0.004,465,0,3
java,brute,random,random_n10_m10_s3,10,10,NA,6,3.259,465,0,3
python,smart,random,random_n10_m10_s3,10,10,NA,6,0.315,41,0,1
cpp,smart,random,random_n10_m10_s3,10,10,NA,6,0.011,41,0,1
java,smart,random,random_n10_m10_s3,10,10,NA,6,3.493,41,0,1
python,smart,random,random_n10_m10_s3,10,10,NA,6,0.316,41,0,2
cpp,smart,random,random_n10_m10_s3,10,10,NA,6,0.011,41,0,2
java,smart,random,random_n10_m10_s3,10,10,NA,6,3.415,41,0,2
python,smart,random,random_n10_m10_s3,10,10,NA,6,0.316,41,0,3
cpp,smart,random,random_n10_m10_s3,10,10,NA,6,0.011,41,0,3
java,smart,random,random_n10_m10_s3,10,10,NA,6,3.386,41,0,3
python,brute,random,random_n10_m10_s4,10,10,NA,5,0.112,399,0,1
cpp,brute,random,random_n10_m10_s4,10,10,NA,5,0.003,399,0,1
java,brute,random,random_n10_m10_s4,10,10,NA,5,3.101,399,0,1
python,brute,random,random_n10_m10_s4,10,10,NA,5,0.117,399,0,2
cpp,brute,random,random_n10_m10_s4,10,10,NA,5,0.004,399,0,2
java,brute,random,random_n10_m10_s4,10,10,NA,5,3.096,399,0,2
python,brute,random,random_n10_m10_s4,10,10,NA,5,0.116,399,0,3
cpp,brute,random,random_n10_m10_s4,10,10,NA,5,0.003,399,0,3
java,brute,random,random_n10_m10_s4,10,10,NA,5,3.249,399,0,3
python,smart,random,random_n10_m10_s4,10,10,NA,5,0.245,26,0,1
cpp,smart,random,random_n10_m10_s4,10,10,NA,5,0.008,26,0,1
java,smart,random,random_n10_m10_s4,10,10,NA,5,3.316,26,0,1
python,smart,random,random_n10_m10_s4,10,10,NA,5,0.250,26,0,2
cpp,smart,random,random_n10_m10_s4,10,10,NA,5,0.008,26,0,2
java,smart,random,random_n10_m10_s4,10,10,NA,5,3.316,26,0,2
python,smart,random,random_n10_m10_s4,10,10,NA,5,0.251,26,0,3
cpp,smart,random,random_n10_m10_s4,10,10,NA,5,0.009,26,0,3
java,smart,random,random_n10_m10_s4,10,10,NA,5,3.392,26,0,3
python,brute,random,random_n10_m20_s0,10,20,NA,8,2.373,11289,0,1
cpp,brute,random,random_n10_m20_s0,10,20,NA,8,0.048,11289,0,1
java,brute,random,random_n10_m20_s0,10,20,NA,8,4.606,11289,0,1
python,brute,random,random_n10_m20_s0,10,20,NA,8,2.384,11289,0,2
cpp,brute,random,random_n10_m20_s0,10,20,NA,8,0.048,11289,0,2
java,brute,random,random_n10_m20_s0,10,20,NA,8,4.058,11289,0,2
python,brute,random,random_n10_m20_s0,10,20,NA,8,2.370,11289,0,3
cpp,brute,random,random_n10_m20_s0,10,20,NA,8,0.057,11289,0,3
java,brute,random,random_n10_m20_s0,10,20,NA,8,4.155,11289,0,3
python,smart,random,random_n10_m20_s0,10,20,NA,8,0.225,23,0,1
cpp,smart,random,random_n10_m20_s0,10,20,NA,8,0.010,23,0,1
java,smart,random,random_n10_m20_s0,10,20,NA,8,3.321,23,0,1
python,smart,random,random_n10_m20_s0,10,20,NA,8,0.238,23,0,2
cpp,smart,random,random_n10_m20_s0,10,20,NA,8,0.010,23,0,2
java,smart,random,random_n10_m20_s0,10,20,NA,8,3.275,23,0,2
python,smart,random,random_n10_m20_s0,10,20,NA,8,0.231,23,0,3
cpp,smart,random,random_n10_m20_s0,10,20,NA,8,0.009,23,0,3
java,smart,random,random_n10_m20_s0,10,20,NA,8,3.291,23,0,3
python,brute,random,random_n10_m20_s1,10,20,NA,7,1.674,6804,0,1
cpp,brute,random,random_n10_m20_s1,10,20,NA,7,0.030,6804,0,1
java,brute,random,random_n10_m20_s1,10,20,NA,7,4.046,6804,0,1
python,brute,random,random_n10_m20_s1,10,20,NA,7,1.700,6804,0,2
cpp,brute,random,random_n10_m20_s1,10,20,NA,7,0.030,6804,0,2
java,brute,random,random_n10_m20_s1,10,20,NA,7,4.038,6804,0,2
python,brute,random,random_n10_m20_s1,10,20,NA,7,1.699,6804,0,3
cpp,brute,random,random_n10_m20_s1,10,20,NA,7,0.030,6804,0,3
java,brute,random,random_n10_m20_s1,10,20,NA,7,4.037,6804,0,3
python,smart,random,random_n10_m20_s1,10,20,NA,7,0.432,48,0,1
cpp,smart,random,random_n10_m20_s1,10,20,NA,7,0.014,48,0,1
java,smart,random,random_n10_m20_s1,10,20,NA,7,3.536,48,0,1
python,smart,random,random_n10_m20_s1,10,20,NA,7,0.420,48,0,2
cpp,smart,random,random_n10_m20_s1,10,20,NA,7,0.014,48,0,2
java,smart,random,random_n10_m20_s1,10,20,NA,7,3.568,48,0,2
python,smart,random,random_n10_m20_s1,10,20,NA,7,0.428,48,0,3
cpp,smart,random,random_n10_m20_s1,10,20,NA,7,0.014,48,0,3
java,smart,random,random_n10_m20_s1,10,20,NA,7,3.614,48,0,3
python,brute,random,random_n10_m20_s2,10,20,NA,7,1.364,5756,0,1
cpp,brute,random,random_n10_m20_s2,10,20,NA,7,0.027,5756,0,1
java,brute,random,random_n10_m20_s2,10,20,NA,7,3.911,5756,0,1
python,brute,random,random_n10_m20_s2,10,20,NA,7,1.364,5756,0,2
cpp,brute,random,random_n10_m20_s2,10,20,NA,7,0.027,5756,0,2
java,brute,random,random_n10_m20_s2,10,20,NA,7,3.950,5756,0,2
python,brute,random,random_n10_m20_s2,10,20,NA,7,1.355,5756,0,3
cpp,brute,random,random_n10_m20_s2,10,20,NA,7,0.027,5756,0,3
java,brute,random,random_n10_m20_s2,10,20,NA,7,3.992,5756,0,3
python,smart,random,random_n10_m20_s2,10,20,NA,7,0.398,42,0,1
cpp,smart,random,random_n10_m20_s2,10,20,NA,7,0.015,42,0,1
java,smart,random,random_n10_m20_s2,10,20,NA,7,3.923,42,0,1
python,smart,random,random_n10_m20_s2,10,20,NA,7,0.402,42,0,2
cpp,smart,random,random_n10_m20_s2,10,20,NA,7,0.014,42,0,2
java,smart,random,random_n10_m20_s2,10,20,NA,7,3.459,42,0,2
python,smart,random,random_n10_m20_s2,10,20,NA,7,0.410,42,0,3
cpp,smart,random,random_n10_m20_s2,10,20,NA,7,0.014,42,0,3
java,smart,random,random_n10_m20_s2,10,20,NA,7,3.418,42,0,3
python,brute,random,random_n10_m20_s3,10,20,NA,8,2.403,10365,0,1
cpp,brute,random,random_n10_m20_s3,10,20,NA,8,0.045,10365,0,1
java,brute,random,random_n10_m20_s3,10,20,NA,8,4.127,10365,0,1
python,brute,random,random_n10_m20_s3,10,20,NA,8,2.395,10365,0,2
cpp,brute,random,random_n10_m20_s3,10,20,NA,8,0.045,10365,0,2
java,brute,random,random_n10_m20_s3,10,20,NA,8,4.163,10365,0,2
python,brute,random,random_n10_m20_s3,10,20,NA,8,2.412,10365,0,3
cpp,brute,random,random_n10_m20_s3,10,20,NA,8,0.045,10365,0,3
java,brute,random,random_n10_m20_s3,10,20,NA,8,3.991,10365,0,3
python,smart,random,random_n10_m20_s3,10,20,NA,8,0.236,23,0,1
cpp,smart,random,random_n10_m20_s3,10,20,NA,8,0.009,23,0,1
java,smart,random,random_n10_m20_s3,10,20,NA,8,3.241,23,0,1
python,smart,random,random_n10_m20_s3,10,20,NA,8,0.225,23,0,2
cpp,smart,random,random_n10_m20_s3,10,20,NA,8,0.009,23,0,2
java,smart,random,random_n10_m20_s3,10,20,NA,8,3.286,23,0,2
python,smart,random,random_n10_m20_s3,10,20,NA,8,0.228,23,0,3
cpp,smart,random,random_n10_m20_s3,10,20,NA,8,0.009,23,0,3
java,smart,random,random_n10_m20_s3,10,20,NA,8,3.342,23,0,3
python,brute,random,random_n10_m20_s4,10,20,NA,7,2.291,10102,0,1
cpp,brute,random,random_n10_m20_s4,10,20,NA,7,0.040,10102,0,1
java,brute,random,random_n10_m20_s4,10,20,NA,7,4.022,10102,0,1
python,brute,random,random_n10_m20_s4,10,20,NA,7,2.272,10102,0,2
cpp,brute,random,random_n10_m20_s4,10,20,NA,7,0.039,10102,0,2
java,brute,random,random_n10_m20_s4,10,20,NA,7,4.085,10102,0,2
python,brute,random,random_n10_m20_s4,10,20,NA,7,3.326,10102,0,3
cpp,brute,random,random_n10_m20_s4,10,20,NA,7,0.040,10102,0,3
java,brute,random,random_n10_m20_s4,10,20,NA,7,4.067,10102,0,3
python,smart,random,random_n10_m20_s4,10,20,NA,7,0.273,27,0,1
cpp,smart,random,random_n10_m20_s4,10,20,NA,7,0.011,27,0,1
java,smart,random,random_n10_m20_s4,10,20,NA,7,3.377,27,0,1
python,smart,random,random_n10_m20_s4,10,20,NA,7,0.282,27,0,2
cpp,smart,random,random_n10_m20_s4,10,20,NA,7,0.010,27,0,2
java,smart,random,random_n10_m20_s4,10,20,NA,7,3.388,27,0,2
python,smart,random,random_n10_m20_s4,10,20,NA,7,0.274,27,0,3
cpp,smart,random,random_n10_m20_s4,10,20,NA,7,0.010,27,0,3
java,smart,random,random_n10_m20_s4,10,20,NA,7,3.364,27,0,3
python,brute,random,random_n10_m40_s0,10,40,NA,9,89.722,443655,0,1
cpp,brute,random,random_n10_m40_s0,10,40,NA,9,1.986,443655,0,1
java,brute,random,random_n10_m40_s0,10,40,NA,9,11.568,443655,0,1
python,brute,random,random_n10_m40_s0,10,40,NA,9,91.571,443655,0,2
cpp,brute,random,random_n10_m40_s0,10,40,NA,9,1.994,443655,0,2
java,brute,random,random_n10_m40_s0,10,40,NA,9,11.495,443655,0,2
python,brute,random,random_n10_m40_s0,10,40,NA,9,89.513,443655,0,3
cpp,brute,random,random_n10_m40_s0,10,40,NA,9,2.053,443655,0,3
java,brute,random,random_n10_m40_s0,10,40,NA,9,11.558,443655,0,3
python,smart,random,random_n10_m40_s0,10,40,NA,9,0.404,40,0,1
cpp,smart,random,random_n10_m40_s0,10,40,NA,9,0.015,40,0,1
java,smart,random,random_n10_m40_s0,10,40,NA,9,3.477,40,0,1
python,smart,random,random_n10_m40_s0,10,40,NA,9,0.442,40,0,2
cpp,smart,random,random_n10_m40_s0,10,40,NA,9,0.016,40,0,2
java,smart,random,random_n10_m40_s0,10,40,NA,9,3.437,40,0,2
python,smart,random,random_n10_m40_s0,10,40,NA,9,0.414,40,0,3
cpp,smart,random,random_n10_m40_s0,10,40,NA,9,0.016,40,0,3
java,smart,random,random_n10_m40_s0,10,40,NA,9,3.785,40,0,3
python,brute,random,random_n10_m40_s1,10,40,NA,9,81.328,414800,0,1
cpp,brute,random,random_n10_m40_s1,10,40,NA,9,1.627,414800,0,1
java,brute,random,random_n10_m40_s1,10,40,NA,9,10.117,414800,0,1
python,brute,random,random_n10_m40_s1,10,40,NA,9,80.828,414800,0,2
cpp,brute,random,random_n10_m40_s1,10,40,NA,9,1.633,414800,0,2
java,brute,random,random_n10_m40_s1,10,40,NA,9,10.317,414800,0,2
python,brute,random,random_n10_m40_s1,10,40,NA,9,80.169,414800,0,3
cpp,brute,random,random_n10_m40_s1,10,40,NA,9,1.628,414800,0,3
java,brute,random,random_n10_m40_s1,10,40,NA,9,10.274,414800,0,3
python,smart,random,random_n10_m40_s1,10,40,NA,9,0.309,28,0,1
cpp,smart,random,random_n10_m40_s1,10,40,NA,9,0.013,28,0,1
java,smart,random,random_n10_m40_s1,10,40,NA,9,3.321,28,0,1
python,smart,random,random_n10_m40_s1,10,40,NA,9,0.325,28,0,2
cpp,smart,random,random_n10_m40_s1,10,40,NA,9,0.013,28,0,2
java,smart,random,random_n10_m40_s1,10,40,NA,9,3.340,28,0,2
python,smart,random,random_n10_m40_s1,10,40,NA,9,0.303,28,0,3
cpp,smart,random,random_n10_m40_s1,10,40,NA,9,0.013,28,0,3
java,smart,random,random_n10_m40_s1,10,40,NA,9,3.380,28,0,3
python,brute,random,random_n10_m40_s2,10,40,NA,9,94.825,495781,0,1
cpp,brute,random,random_n10_m40_s2,10,40,NA,9,2.080,495781,0,1
java,brute,random,random_n10_m40_s2,10,40,NA,9,12.877,495781,0,1
python,brute,random,random_n10_m40_s2,10,40,NA,9,92.338,495781,0,2
cpp,brute,random,random_n10_m40_s2,10,40,NA,9,2.083,495781,0,2
java,brute,random,random_n10_m40_s2,10,40,NA,9,11.665,495781,0,2
python,brute,random,random_n10_m40_s2,10,40,NA,9,91.235,495781,0,3
cpp,brute,random,random_n10_m40_s2,10,40,NA,9,2.065,495781,0,3
java,brute,random,random_n10_m40_s2,10,40,NA,9,11.545,495781,0,3
python,smart,random,random_n10_m40_s2,10,40,NA,9,0.246,22,0,1
cpp,smart,random,random_n10_m40_s2,10,40,NA,9,0.011,22,0,1
java,smart,random,random_n10_m40_s2,10,40,NA,9,3.330,22,0,1
python,smart,random,random_n10_m40_s2,10,40,NA,9,0.247,22,0,2
cpp,smart,random,random_n10_m40_s2,10,40,NA,9,0.012,22,0,2
java,smart,random,random_n10_m40_s2,10,40,NA,9,3.279,22,0,2
python,smart,random,random_n10_m40_s2,10,40,NA,9,0.242,22,0,3
cpp,smart,random,random_n10_m40_s2,10,40,NA,9,0.011,22,0,3
java,smart,random,random_n10_m40_s2,10,40,NA,9,3.288,22,0,3
python,brute,random,random_n10_m40_s3,10,40,NA,9,78.074,400802,0,1
cpp,brute,random,random_n10_m40_s3,10,40,NA,9,1.700,400802,0,1
java,brute,random,random_n10_m40_s3,10,40,NA,9,10.414,400802,0,1
python,brute,random,random_n10_m40_s3,10,40,NA,9,77.657,400802,0,2
cpp,brute,random,random_n10_m40_s3,10,40,NA,9,1.678,400802,0,2
java,brute,random,random_n10_m40_s3,10,40,NA,9,10.311,400802,0,2
python,brute,random,random_n10_m40_s3,10,40,NA,9,82.199,400802,0,3
cpp,brute,random,random_n10_m40_s3,10,40,NA,9,1.685,400802,0,3
java,brute,random,random_n10_m40_s3,10,40,NA,9,10.358,400802,0,3
python,smart,random,random_n10_m40_s3,10,40,NA,9,0.232,22,0,1
cpp,smart,random,random_n10_m40_s3,10,40,NA,9,0.011,22,0,1
java,smart,random,random_n10_m40_s3,10,40,NA,9,3.259,22,0,1
python,smart,random,random_n10_m40_s3,10,40,NA,9,0.227,22,0,2
cpp,smart,random,random_n10_m40_s3,10,40,NA,9,0.011,22,0,2
java,smart,random,random_n10_m40_s3,10,40,NA,9,3.245,22,0,2
python,smart,random,random_n10_m40_s3,10,40,NA,9,0.228,22,0,3
cpp,smart,random,random_n10_m40_s3,10,40,NA,9,0.011,22,0,3
java,smart,random,random_n10_m40_s3,10,40,NA,9,3.292,22,0,3
python,brute,random,random_n10_m40_s4,10,40,NA,9,66.379,342006,0,1
cpp,brute,random,random_n10_m40_s4,10,40,NA,9,1.332,342006,0,1
java,brute,random,random_n10_m40_s4,10,40,NA,9,8.999,342006,0,1
python,brute,random,random_n10_m40_s4,10,40,NA,9,65.251,342006,0,2
cpp,brute,random,random_n10_m40_s4,10,40,NA,9,1.337,342006,0,2
java,brute,random,random_n10_m40_s4,10,40,NA,9,9.526,342006,0,2
python,brute,random,random_n10_m40_s4,10,40,NA,9,66.444,342006,0,3
cpp,brute,random,random_n10_m40_s4,10,40,NA,9,1.341,342006,0,3
java,brute,random,random_n10_m40_s4,10,40,NA,9,9.244,342006,0,3
python,smart,random,random_n10_m40_s4,10,40,NA,9,1.097,116,0,1
cpp,smart,random,random_n10_m40_s4,10,40,NA,9,0.032,116,0,1
java,smart,random,random_n10_m40_s4,10,40,NA,9,3.841,116,0,1
python,smart,random,random_n10_m40_s4,10,40,NA,9,1.102,116,0,2
cpp,smart,random,random_n10_m40_s4,10,40,NA,9,0.033,116,0,2
java,smart,random,random_n10_m40_s4,10,40,NA,9,3.722,116,0,2
python,smart,random,random_n10_m40_s4,10,40,NA,9,1.109,116,0,3
cpp,smart,random,random_n10_m40_s4,10,40,NA,9,0.033,116,0,3
java,smart,random,random_n10_m40_s4,10,40,NA,9,3.789,116,0,3
python,brute,random,random_n10_m80_s0,10,80,NA,10,6383.271,37266311,0,1
cpp,brute,random,random_n10_m80_s0,10,80,NA,10,143.365,37266311,0,1
java,brute,random,random_n10_m80_s0,10,80,NA,10,248.056,37266311,0,1
python,brute,random,random_n10_m80_s0,10,80,NA,10,6362.519,37266311,0,2
cpp,brute,random,random_n10_m80_s0,10,80,NA,10,144.415,37266311,0,2
java,brute,random,random_n10_m80_s0,10,80,NA,10,248.545,37266311,0,2
python,brute,random,random_n10_m80_s0,10,80,NA,10,6341.316,37266311,0,3
cpp,brute,random,random_n10_m80_s0,10,80,NA,10,143.107,37266311,0,3
java,brute,random,random_n10_m80_s0,10,80,NA,10,250.594,37266311,0,3
python,smart,random,random_n10_m80_s0,10,80,NA,10,0.721,68,0,1
cpp,smart,random,random_n10_m80_s0,10,80,NA,10,0.029,68,0,1
java,smart,random,random_n10_m80_s0,10,80,NA,10,3.427,68,0,1
python,smart,random,random_n10_m80_s0,10,80,NA,10,0.709,68,0,2
cpp,smart,random,random_n10_m80_s0,10,80,NA,10,0.029,68,0,2
java,smart,random,random_n10_m80_s0,10,80,NA,10,3.503,68,0,2
python,smart,random,random_n10_m80_s0,10,80,NA,10,0.709,68,0,3
cpp,smart,random,random_n10_m80_s0,10,80,NA,10,0.028,68,0,3
java,smart,random,random_n10_m80_s0,10,80,NA,10,3.495,68,0,3
python,brute,random,random_n10_m80_s1,10,80,NA,10,6355.779,35323981,0,1
cpp,brute,random,random_n10_m80_s1,10,80,NA,10,131.975,35323981,0,1
java,brute,random,random_n10_m80_s1,10,80,NA,10,233.129,35323981,0,1
python,brute,random,random_n10_m80_s1,10,80,NA,10,6225.479,35323981,0,2
cpp,brute,random,random_n10_m80_s1,10,80,NA,10,131.848,35323981,0,2
java,brute,random,random_n10_m80_s1,10,80,NA,10,237.183,35323981,0,2
python,brute,random,random_n10_m80_s1,10,80,NA,10,6523.924,35323981,0,3
cpp,brute,random,random_n10_m80_s1,10,80,NA,10,132.167,35323981,0,3
java,brute,random,random_n10_m80_s1,10,80,NA,10,235.981,35323981,0,3
python,smart,random,random_n10_m80_s1,10,80,NA,10,0.336,30,0,1
cpp,smart,random,random_n10_m80_s1,10,80,NA,10,0.016,30,0,1
java,smart,random,random_n10_m80_s1,10,80,NA,10,3.262,30,0,1
python,smart,random,random_n10_m80_s1,10,80,NA,10,0.331,30,0,2
cpp,smart,random,random_n10_m80_s1,10,80,NA,10,0.016,30,0,2
java,smart,random,random_n10_m80_s1,10,80,NA,10,3.348,30,0,2
python,smart,random,random_n10_m80_s1,10,80,NA,10,0.336,30,0,3
cpp,smart,random,random_n10_m80_s1,10,80,NA,10,0.016,30,0,3
java,smart,random,random_n10_m80_s1,10,80,NA,10,3.314,30,0,3
python,brute,random,random_n10_m80_s2,10,80,NA,10,6138.107,34583473,0,1
cpp,brute,random,random_n10_m80_s2,10,80,NA,10,126.999,34583473,0,1
java,brute,random,random_n10_m80_s2,10,80,NA,10,231.319,34583473,0,1
python,brute,random,random_n10_m80_s2,10,80,NA,10,5853.057,34583473,0,2
cpp,brute,random,random_n10_m80_s2,10,80,NA,10,127.329,34583473,0,2
java,brute,random,random_n10_m80_s2,10,80,NA,10,229.892,34583473,0,2
python,brute,random,random_n10_m80_s2,10,80,NA,10,6202.961,34583473,0,3
cpp,brute,random,random_n10_m80_s2,10,80,NA,10,126.766,34583473,0,3
java,brute,random,random_n10_m80_s2,10,80,NA,10,229.564,34583473,0,3
python,smart,random,random_n10_m80_s2,10,80,NA,10,0.336,30,0,1
cpp,smart,random,random_n10_m80_s2,10,80,NA,10,0.016,30,0,1
java,smart,random,random_n10_m80_s2,10,80,NA,10,3.295,30,0,1
python,smart,random,random_n10_m80_s2,10,80,NA,10,0.327,30,0,2
cpp,smart,random,random_n10_m80_s2,10,80,NA,10,0.016,30,0,2
java,smart,random,random_n10_m80_s2,10,80,NA,10,3.298,30,0,2
python,smart,random,random_n10_m80_s2,10,80,NA,10,0.331,30,0,3
cpp,smart,random,random_n10_m80_s2,10,80,NA,10,0.016,30,0,3
java,smart,random,random_n10_m80_s2,10,80,NA,10,3.280,30,0,3
python,brute,random,random_n10_m80_s3,10,80,NA,10,6187.780,34639256,0,1
cpp,brute,random,random_n10_m80_s3,10,80,NA,10,136.030,34639256,0,1
java,brute,random,random_n10_m80_s3,10,80,NA,10,240.299,34639256,0,1
python,brute,random,random_n10_m80_s3,10,80,NA,10,6465.403,34639256,0,2
cpp,brute,random,random_n10_m80_s3,10,80,NA,10,135.364,34639256,0,2
java,brute,random,random_n10_m80_s3,10,80,NA,10,237.840,34639256,0,2
python,brute,random,random_n10_m80_s3,10,80,NA,10,6029.482,34639256,0,3
cpp,brute,random,random_n10_m80_s3,10,80,NA,10,135.218,34639256,0,3
java,brute,random,random_n10_m80_s3,10,80,NA,10,237.503,34639256,0,3
python,smart,random,random_n10_m80_s3,10,80,NA,10,0.331,27,0,1
cpp,smart,random,random_n10_m80_s3,10,80,NA,10,0.015,27,0,1
java,smart,random,random_n10_m80_s3,10,80,NA,10,3.341,27,0,1
python,smart,random,random_n10_m80_s3,10,80,NA,10,0.333,27,0,2
cpp,smart,random,random_n10_m80_s3,10,80,NA,10,0.015,27,0,2
java,smart,random,random_n10_m80_s3,10,80,NA,10,3.295,27,0,2
python,smart,random,random_n10_m80_s3,10,80,NA,10,0.332,27,0,3
cpp,smart,random,random_n10_m80_s3,10,80,NA,10,0.018,27,0,3
java,smart,random,random_n10_m80_s3,10,80,NA,10,3.253,27,0,3
python,brute,random,random_n10_m80_s4,10,80,NA,10,4830.735,27560963,0,1
cpp,brute,random,random_n10_m80_s4,10,80,NA,10,110.592,27560963,0,1
java,brute,random,random_n10_m80_s4,10,80,NA,10,194.502,27560963,0,1
python,brute,random,random_n10_m80_s4,10,80,NA,10,4922.109,27560963,0,2
cpp,brute,random,random_n10_m80_s4,10,80,NA,10,110.570,27560963,0,2
java,brute,random,random_n10_m80_s4,10,80,NA,10,193.354,27560963,0,2
python,brute,random,random_n10_m80_s4,10,80,NA,10,4895.182,27560963,0,3
cpp,brute,random,random_n10_m80_s4,10,80,NA,10,111.141,27560963,0,3
java,brute,random,random_n10_m80_s4,10,80,NA,10,193.313,27560963,0,3
python,smart,random,random_n10_m80_s4,10,80,NA,10,0.636,61,0,1
cpp,smart,random,random_n10_m80_s4,10,80,NA,10,0.024,61,0,1
java,smart,random,random_n10_m80_s4,10,80,NA,10,3.415,61,0,1
python,smart,random,random_n10_m80_s4,10,80,NA,10,0.640,61,0,2
cpp,smart,random,random_n10_m80_s4,10,80,NA,10,0.024,61,0,2
java,smart,random,random_n10_m80_s4,10,80,NA,10,3.747,61,0,2
python,smart,random,random_n10_m80_s4,10,80,NA,10,0.646,61,0,3
cpp,smart,random,random_n10_m80_s4,10,80,NA,10,0.029,61,0,3
java,smart,random,random_n10_m80_s4,10,80,NA,10,3.540,61,0,3
python,brute,random,random_n20_m160_s0,20,160,NA,NA,30000,NA,1,1
cpp,brute,random,random_n20_m160_s0,20,160,NA,NA,30000,NA,1,1
java,brute,random,random_n20_m160_s0,20,160,NA,19,30003.336,6198026785,1,1
python,brute,random,random_n20_m160_s0,20,160,NA,NA,30000,NA,1,2
