lang,algo,family,instance,n,m,opt,k,time_ms,nodes,timed_out,replica
cpp,brute,random,random_n20_m160_s0,20,160,NA,NA,30000,NA,1,2
java,brute,random,random_n20_m160_s0,20,160,NA,NA,30000,NA,1,2
python,brute,random,random_n20_m160_s0,20,160,NA,NA,30000,NA,1,3
cpp,brute,random,random_n20_m160_s0,20,160,NA,NA,30000,NA,1,3
java,brute,random,random_n20_m160_s0,20,160,NA,NA,30000,NA,1,3
python,smart,random,random_n20_m160_s0,20,160,NA,20,1.801,92,0,1
cpp,smart,random,random_n20_m160_s0,20,160,NA,20,0.048,92,0,1
java,smart,random,random_n20_m160_s0,20,160,NA,20,3.863,92,0,1
python,smart,random,random_n20_m160_s0,20,160,NA,20,1.768,92,0,2
cpp,smart,random,random_n20_m160_s0,20,160,NA,20,0.048,92,0,2
java,smart,random,random_n20_m160_s0,20,160,NA,20,3.799,92,0,2
python,smart,random,random_n20_m160_s0,20,160,NA,20,1.790,92,0,3
cpp,smart,random,random_n20_m160_s0,20,160,NA,20,0.053,92,0,3
java,smart,random,random_n20_m160_s0,20,160,NA,20,3.848,92,0,3
python,brute,random,random_n20_m160_s1,20,160,NA,NA,30000,NA,1,1
cpp,brute,random,random_n20_m160_s1,20,160,NA,NA,30000,NA,1,1
java,brute,random,random_n20_m160_s1,20,160,NA,19,30003.362,6053152896,1,1
python,brute,random,random_n20_m160_s1,20,160,NA,NA,30000,NA,1,2
cpp,brute,random,random_n20_m160_s1,20,160,NA,NA,30000,NA,1,2
java,brute,random,random_n20_m160_s1,20,160,NA,NA,30000,NA,1,2
python,brute,random,random_n20_m160_s1,20,160,NA,NA,30000,NA,1,3
cpp,brute,random,random_n20_m160_s1,20,160,NA,NA,30000,NA,1,3
java,brute,random,random_n20_m160_s1,20,160,NA,NA,30000,NA,1,3
python,smart,random,random_n20_m160_s1,20,160,NA,20,7.161,345,0,1
cpp,smart,random,random_n20_m160_s1,20,160,NA,20,0.165,345,0,1
java,smart,random,random_n20_m160_s1,20,160,NA,20,5.480,345,0,1
python,smart,random,random_n20_m160_s1,20,160,NA,20,7.115,345,0,2
cpp,smart,random,random_n20_m160_s1,20,160,NA,20,0.165,345,0,2
java,smart,random,random_n20_m160_s1,20,160,NA,20,5.438,345,0,2
python,smart,random,random_n20_m160_s1,20,160,NA,20,6.983,345,0,3
cpp,smart,random,random_n20_m160_s1,20,160,NA,20,0.171,345,0,3
java,smart,random,random_n20_m160_s1,20,160,NA,20,5.805,345,0,3
python,brute,random,random_n20_m160_s2,20,160,NA,NA,30000,NA,1,1
cpp,brute,random,random_n20_m160_s2,20,160,NA,NA,30000,NA,1,1
java,brute,random,random_n20_m160_s2,20,160,NA,19,30003.307,5724409667,1,1
python,brute,random,random_n20_m160_s2,20,160,NA,NA,30000,NA,1,2
cpp,brute,random,random_n20_m160_s2,20,160,NA,NA,30000,NA,1,2
java,brute,random,random_n20_m160_s2,20,160,NA,NA,30000,NA,1,2
python,brute,random,random_n20_m160_s2,20,160,NA,NA,30000,NA,1,3
cpp,brute,random,random_n20_m160_s2,20,160,NA,NA,30000,NA,1,3
java,brute,random,random_n20_m160_s2,20,160,NA,NA,30000,NA,1,3
python,smart,random,random_n20_m160_s2,20,160,NA,20,27.084,1227,0,1
cpp,smart,random,random_n20_m160_s2,20,160,NA,20,0.619,1227,0,1
java,smart,random,random_n20_m160_s2,20,160,NA,20,6.599,1227,0,1
python,smart,random,random_n20_m160_s2,20,160,NA,20,27.415,1227,0,2
cpp,smart,random,random_n20_m160_s2,20,160,NA,20,0.625,1227,0,2
java,smart,random,random_n20_m160_s2,20,160,NA,20,6.629,1227,0,2
python,smart,random,random_n20_m160_s2,20,160,NA,20,27.569,1227,0,3
cpp,smart,random,random_n20_m160_s2,20,160,NA,20,0.631,1227,0,3
java,smart,random,random_n20_m160_s2,20,160,NA,20,6.691,1227,0,3
python,brute,random,random_n20_m160_s3,20,160,NA,NA,30000,NA,1,1
cpp,brute,random,random_n20_m160_s3,20,160,NA,NA,30000,NA,1,1
java,brute,random,random_n20_m160_s3,20,160,NA,19,30003.336,6119227492,1,1
python,brute,random,random_n20_m160_s3,20,160,NA,NA,30000,NA,1,2
cpp,brute,random,random_n20_m160_s3,20,160,NA,NA,30000,NA,1,2
java,brute,random,random_n20_m160_s3,20,160,NA,NA,30000,NA,1,2
python,brute,random,random_n20_m160_s3,20,160,NA,NA,30000,NA,1,3
cpp,brute,random,random_n20_m160_s3,20,160,NA,NA,30000,NA,1,3
java,brute,random,random_n20_m160_s3,20,160,NA,NA,30000,NA,1,3
python,smart,random,random_n20_m160_s3,20,160,NA,20,4.515,223,0,1
cpp,smart,random,random_n20_m160_s3,20,160,NA,20,0.115,223,0,1
java,smart,random,random_n20_m160_s3,20,160,NA,20,5.037,223,0,1
python,smart,random,random_n20_m160_s3,20,160,NA,20,4.498,223,0,2
cpp,smart,random,random_n20_m160_s3,20,160,NA,20,0.110,223,0,2
java,smart,random,random_n20_m160_s3,20,160,NA,20,4.819,223,0,2
python,smart,random,random_n20_m160_s3,20,160,NA,20,4.496,223,0,3
cpp,smart,random,random_n20_m160_s3,20,160,NA,20,0.114,223,0,3
java,smart,random,random_n20_m160_s3,20,160,NA,20,4.833,223,0,3
python,brute,random,random_n20_m160_s4,20,160,NA,NA,30000,NA,1,1
cpp,brute,random,random_n20_m160_s4,20,160,NA,NA,30000,NA,1,1
java,brute,random,random_n20_m160_s4,20,160,NA,19,30003.298,6338104299,1,1
python,brute,random,random_n20_m160_s4,20,160,NA,NA,30000,NA,1,2
cpp,brute,random,random_n20_m160_s4,20,160,NA,NA,30000,NA,1,2
java,brute,random,random_n20_m160_s4,20,160,NA,NA,30000,NA,1,2
python,brute,random,random_n20_m160_s4,20,160,NA,NA,30000,NA,1,3
cpp,brute,random,random_n20_m160_s4,20,160,NA,NA,30000,NA,1,3
java,brute,random,random_n20_m160_s4,20,160,NA,NA,30000,NA,1,3
python,smart,random,random_n20_m160_s4,20,160,NA,20,5.898,277,0,1
cpp,smart,random,random_n20_m160_s4,20,160,NA,20,0.135,277,0,1
java,smart,random,random_n20_m160_s4,20,160,NA,20,5.166,277,0,1
python,smart,random,random_n20_m160_s4,20,160,NA,20,6.013,277,0,2
cpp,smart,random,random_n20_m160_s4,20,160,NA,20,0.140,277,0,2
java,smart,random,random_n20_m160_s4,20,160,NA,20,5.667,277,0,2
python,smart,random,random_n20_m160_s4,20,160,NA,20,5.872,277,0,3
cpp,smart,random,random_n20_m160_s4,20,160,NA,20,0.135,277,0,3
java,smart,random,random_n20_m160_s4,20,160,NA,20,5.131,277,0,3
python,brute,random,random_n20_m20_s0,20,20,NA,11,14.357,58999,0,1
cpp,brute,random,random_n20_m20_s0,20,20,NA,11,0.202,58999,0,1
java,brute,random,random_n20_m20_s0,20,20,NA,11,5.141,58999,0,1
python,brute,random,random_n20_m20_s0,20,20,NA,11,14.316,58999,0,2
cpp,brute,random,random_n20_m20_s0,20,20,NA,11,0.202,58999,0,2
java,brute,random,random_n20_m20_s0,20,20,NA,11,5.115,58999,0,2
python,brute,random,random_n20_m20_s0,20,20,NA,11,14.199,58999,0,3
cpp,brute,random,random_n20_m20_s0,20,20,NA,11,0.225,58999,0,3
java,brute,random,random_n20_m20_s0,20,20,NA,11,5.140,58999,0,3
python,smart,random,random_n20_m20_s0,20,20,NA,11,1.242,96,0,1
cpp,smart,random,random_n20_m20_s0,20,20,NA,11,0.029,96,0,1
java,smart,random,random_n20_m20_s0,20,20,NA,11,3.762,96,0,1
python,smart,random,random_n20_m20_s0,20,20,NA,11,1.215,96,0,2
cpp,smart,random,random_n20_m20_s0,20,20,NA,11,0.030,96,0,2
java,smart,random,random_n20_m20_s0,20,20,NA,11,3.809,96,0,2
python,smart,random,random_n20_m20_s0,20,20,NA,11,1.234,96,0,3
cpp,smart,random,random_n20_m20_s0,20,20,NA,11,0.031,96,0,3
java,smart,random,random_n20_m20_s0,20,20,NA,11,3.799,96,0,3
python,brute,random,random_n20_m20_s1,20,20,NA,10,12.549,48215,0,1
cpp,brute,random,random_n20_m20_s1,20,20,NA,10,0.174,48215,0,1
java,brute,random,random_n20_m20_s1,20,20,NA,10,4.908,48215,0,1
python,brute,random,random_n20_m20_s1,20,20,NA,10,13.291,48215,0,2
cpp,brute,random,random_n20_m20_s1,20,20,NA,10,0.174,48215,0,2
java,brute,random,random_n20_m20_s1,20,20,NA,10,4.837,48215,0,2
python,brute,random,random_n20_m20_s1,20,20,NA,10,12.570,48215,0,3
cpp,brute,random,random_n20_m20_s1,20,20,NA,10,0.174,48215,0,3
java,brute,random,random_n20_m20_s1,20,20,NA,10,4.909,48215,0,3
python,smart,random,random_n20_m20_s1,20,20,NA,10,1.764,136,0,1
cpp,smart,random,random_n20_m20_s1,20,20,NA,10,0.038,136,0,1
java,smart,random,random_n20_m20_s1,20,20,NA,10,4.003,136,0,1
python,smart,random,random_n20_m20_s1,20,20,NA,10,1.779,136,0,2
cpp,smart,random,random_n20_m20_s1,20,20,NA,10,0.037,136,0,2
java,smart,random,random_n20_m20_s1,20,20,NA,10,3.954,136,0,2
python,smart,random,random_n20_m20_s1,20,20,NA,10,1.751,136,0,3
cpp,smart,random,random_n20_m20_s1,20,20,NA,10,0.037,136,0,3
java,smart,random,random_n20_m20_s1,20,20,NA,10,3.979,136,0,3
python,brute,random,random_n20_m20_s2,20,20,NA,10,8.797,34310,0,1
cpp,brute,random,random_n20_m20_s2,20,20,NA,10,0.117,34310,0,1
java,brute,random,random_n20_m20_s2,20,20,NA,10,4.674,34310,0,1
python,brute,random,random_n20_m20_s2,20,20,NA,10,9.026,34310,0,2
cpp,brute,random,random_n20_m20_s2,20,20,NA,10,0.116,34310,0,2
java,brute,random,random_n20_m20_s2,20,20,NA,10,4.575,34310,0,2
python,brute,random,random_n20_m20_s2,20,20,NA,10,9.000,34310,0,3
cpp,brute,random,random_n20_m20_s2,20,20,NA,10,0.125,34310,0,3
java,brute,random,random_n20_m20_s2,20,20,NA,10,4.775,34310,0,3
python,smart,random,random_n20_m20_s2,20,20,NA,10,1.205,84,0,1
cpp,smart,random,random_n20_m20_s2,20,20,NA,10,0.027,84,0,1
java,smart,random,random_n20_m20_s2,20,20,NA,10,3.806,84,0,1
python,smart,random,random_n20_m20_s2,20,20,NA,10,1.216,84,0,2
cpp,smart,random,random_n20_m20_s2,20,20,NA,10,0.028,84,0,2
java,smart,random,random_n20_m20_s2,20,20,NA,10,3.833,84,0,2
python,smart,random,random_n20_m20_s2,20,20,NA,10,1.196,84,0,3
cpp,smart,random,random_n20_m20_s2,20,20,NA,10,0.028,84,0,3
java,smart,random,random_n20_m20_s2,20,20,NA,10,3.734,84,0,3
python,brute,random,random_n20_m20_s3,20,20,NA,10,12.761,47977,0,1
cpp,brute,random,random_n20_m20_s3,20,20,NA,10,0.179,47977,0,1
java,brute,random,random_n20_m20_s3,20,20,NA,10,5.024,47977,0,1
python,brute,random,random_n20_m20_s3,20,20,NA,10,12.418,47977,0,2
cpp,brute,random,random_n20_m20_s3,20,20,NA,10,0.184,47977,0,2
java,brute,random,random_n20_m20_s3,20,20,NA,10,5.013,47977,0,2
python,brute,random,random_n20_m20_s3,20,20,NA,10,12.722,47977,0,3
cpp,brute,random,random_n20_m20_s3,20,20,NA,10,0.179,47977,0,3
java,brute,random,random_n20_m20_s3,20,20,NA,10,4.972,47977,0,3
python,smart,random,random_n20_m20_s3,20,20,NA,10,0.916,59,0,1
cpp,smart,random,random_n20_m20_s3,20,20,NA,10,0.023,59,0,1
java,smart,random,random_n20_m20_s3,20,20,NA,10,3.605,59,0,1
python,smart,random,random_n20_m20_s3,20,20,NA,10,0.903,59,0,2
cpp,smart,random,random_n20_m20_s3,20,20,NA,10,0.022,59,0,2
java,smart,random,random_n20_m20_s3,20,20,NA,10,3.642,59,0,2
python,smart,random,random_n20_m20_s3,20,20,NA,10,0.934,59,0,3
cpp,smart,random,random_n20_m20_s3,20,20,NA,10,0.024,59,0,3
java,smart,random,random_n20_m20_s3,20,20,NA,10,3.668,59,0,3
python,brute,random,random_n20_m20_s4,20,20,NA,11,12.063,42673,0,1
cpp,brute,random,random_n20_m20_s4,20,20,NA,11,0.158,42673,0,1
java,brute,random,random_n20_m20_s4,20,20,NA,11,4.751,42673,0,1
python,brute,random,random_n20_m20_s4,20,20,NA,11,12.697,42673,0,2
cpp,brute,random,random_n20_m20_s4,20,20,NA,11,0.152,42673,0,2
java,brute,random,random_n20_m20_s4,20,20,NA,11,4.942,42673,0,2
python,brute,random,random_n20_m20_s4,20,20,NA,11,12.075,42673,0,3
cpp,brute,random,random_n20_m20_s4,20,20,NA,11,0.151,42673,0,3
java,brute,random,random_n20_m20_s4,20,20,NA,11,4.892,42673,0,3
python,smart,random,random_n20_m20_s4,20,20,NA,11,2.028,170,0,1
cpp,smart,random,random_n20_m20_s4,20,20,NA,11,0.043,170,0,1
java,smart,random,random_n20_m20_s4,20,20,NA,11,4.217,170,0,1
python,smart,random,random_n20_m20_s4,20,20,NA,11,2.035,170,0,2
cpp,smart,random,random_n20_m20_s4,20,20,NA,11,0.043,170,0,2
java,smart,random,random_n20_m20_s4,20,20,NA,11,4.217,170,0,2
python,smart,random,random_n20_m20_s4,20,20,NA,11,2.010,170,0,3
cpp,smart,random,random_n20_m20_s4,20,20,NA,11,0.043,170,0,3
java,smart,random,random_n20_m20_s4,20,20,NA,11,4.129,170,0,3
python,brute,random,random_n20_m40_s0,20,40,NA,14,3284.166,13796881,0,1
cpp,brute,random,random_n20_m40_s0,20,40,NA,14,47.757,13796881,0,1
java,brute,random,random_n20_m40_s0,20,40,NA,14,100.026,13796881,0,1
python,brute,random,random_n20_m40_s0,20,40,NA,14,3276.760,13796881,0,2
cpp,brute,random,random_n20_m40_s0,20,40,NA,14,48.188,13796881,0,2
java,brute,random,random_n20_m40_s0,20,40,NA,14,100.409,13796881,0,2
python,brute,random,random_n20_m40_s0,20,40,NA,14,3415.139,13796881,0,3
cpp,brute,random,random_n20_m40_s0,20,40,NA,14,48.156,13796881,0,3
java,brute,random,random_n20_m40_s0,20,40,NA,14,99.396,13796881,0,3
python,smart,random,random_n20_m40_s0,20,40,NA,14,12.381,722,0,1
cpp,smart,random,random_n20_m40_s0,20,40,NA,14,0.202,722,0,1
java,smart,random,random_n20_m40_s0,20,40,NA,14,5.962,722,0,1
python,smart,random,random_n20_m40_s0,20,40,NA,14,12.226,722,0,2
cpp,smart,random,random_n20_m40_s0,20,40,NA,14,0.210,722,0,2
java,smart,random,random_n20_m40_s0,20,40,NA,14,5.919,722,0,2
python,smart,random,random_n20_m40_s0,20,40,NA,14,12.408,722,0,3
cpp,smart,random,random_n20_m40_s0,20,40,NA,14,0.202,722,0,3
java,smart,random,random_n20_m40_s0,20,40,NA,14,5.827,722,0,3
python,brute,random,random_n20_m40_s1,20,40,NA,15,4608.856,19471977,0,1
cpp,brute,random,random_n20_m40_s1,20,40,NA,15,58.592,19471977,0,1
java,brute,random,random_n20_m40_s1,20,40,NA,15,132.978,19471977,0,1
python,brute,random,random_n20_m40_s1,20,40,NA,15,4602.935,19471977,0,2
cpp,brute,random,random_n20_m40_s1,20,40,NA,15,59.051,19471977,0,2
java,brute,random,random_n20_m40_s1,20,40,NA,15,135.457,19471977,0,2
python,brute,random,random_n20_m40_s1,20,40,NA,15,4636.600,19471977,0,3
cpp,brute,random,random_n20_m40_s1,20,40,NA,15,61.985,19471977,0,3
java,brute,random,random_n20_m40_s1,20,40,NA,15,133.932,19471977,0,3
python,smart,random,random_n20_m40_s1,20,40,NA,15,7.887,479,0,1
cpp,smart,random,random_n20_m40_s1,20,40,NA,15,0.133,479,0,1
java,smart,random,random_n20_m40_s1,20,40,NA,15,5.660,479,0,1
python,smart,random,random_n20_m40_s1,20,40,NA,15,7.814,479,0,2
cpp,smart,random,random_n20_m40_s1,20,40,NA,15,0.139,479,0,2
java,smart,random,random_n20_m40_s1,20,40,NA,15,5.517,479,0,2
python,smart,random,random_n20_m40_s1,20,40,NA,15,7.688,479,0,3
cpp,smart,random,random_n20_m40_s1,20,40,NA,15,0.134,479,0,3
java,smart,random,random_n20_m40_s1,20,40,NA,15,5.408,479,0,3
python,brute,random,random_n20_m40_s2,20,40,NA,15,2889.885,12631842,0,1
cpp,brute,random,random_n20_m40_s2,20,40,NA,15,38.842,12631842,0,1
java,brute,random,random_n20_m40_s2,20,40,NA,15,92.525,12631842,0,1
python,brute,random,random_n20_m40_s2,20,40,NA,15,2894.583,12631842,0,2
cpp,brute,random,random_n20_m40_s2,20,40,NA,15,39.045,12631842,0,2
java,brute,random,random_n20_m40_s2,20,40,NA,15,85.865,12631842,0,2
python,brute,random,random_n20_m40_s2,20,40,NA,15,2892.075,12631842,0,3
cpp,brute,random,random_n20_m40_s2,20,40,NA,15,38.641,12631842,0,3
java,brute,random,random_n20_m40_s2,20,40,NA,15,85.541,12631842,0,3
python,smart,random,random_n20_m40_s2,20,40,NA,15,7.121,504,0,1
cpp,smart,random,random_n20_m40_s2,20,40,NA,15,0.130,504,0,1
java,smart,random,random_n20_m40_s2,20,40,NA,15,5.644,504,0,1
python,smart,random,random_n20_m40_s2,20,40,NA,15,7.242,504,0,2
cpp,smart,random,random_n20_m40_s2,20,40,NA,15,0.129,504,0,2
java,smart,random,random_n20_m40_s2,20,40,NA,15,5.661,504,0,2
python,smart,random,random_n20_m40_s2,20,40,NA,15,7.334,504,0,3
cpp,smart,random,random_n20_m40_s2,20,40,NA,15,0.130,504,0,3
java,smart,random,random_n20_m40_s2,20,40,NA,15,5.546,504,0,3
python,brute,random,random_n20_m40_s3,20,40,NA,14,2632.525,11749077,0,1
cpp,brute,random,random_n20_m40_s3,20,40,NA,14,38.669,11749077,0,1
java,brute,random,random_n20_m40_s3,20,40,NA,14,85.358,11749077,0,1
python,brute,random,random_n20_m40_s3,20,40,NA,14,2735.389,11749077,0,2
cpp,brute,random,random_n20_m40_s3,20,40,NA,14,38.670,11749077,0,2
java,brute,random,random_n20_m40_s3,20,40,NA,14,84.734,11749077,0,2
python,brute,random,random_n20_m40_s3,20,40,NA,14,2696.934,11749077,0,3
cpp,brute,random,random_n20_m40_s3,20,40,NA,14,38.684,11749077,0,3
java,brute,random,random_n20_m40_s3,20,40,NA,14,84.809,11749077,0,3
python,smart,random,random_n20_m40_s3,20,40,NA,14,2.725,181,0,1
cpp,smart,random,random_n20_m40_s3,20,40,NA,14,0.082,181,0,1
java,smart,random,random_n20_m40_s3,20,40,NA,14,4.309,181,0,1
python,smart,random,random_n20_m40_s3,20,40,NA,14,2.684,181,0,2
cpp,smart,random,random_n20_m40_s3,20,40,NA,14,0.057,181,0,2
java,smart,random,random_n20_m40_s3,20,40,NA,14,4.370,181,0,2
python,smart,random,random_n20_m40_s3,20,40,NA,14,2.823,181,0,3
cpp,smart,random,random_n20_m40_s3,20,40,NA,14,0.058,181,0,3
java,smart,random,random_n20_m40_s3,20,40,NA,14,4.341,181,0,3
python,brute,random,random_n20_m40_s4,20,40,NA,13,1325.436,6193653,0,1
cpp,brute,random,random_n20_m40_s4,20,40,NA,13,18.112,6193653,0,1
java,brute,random,random_n20_m40_s4,20,40,NA,13,48.490,6193653,0,1
python,brute,random,random_n20_m40_s4,20,40,NA,13,1351.990,6193653,0,2
cpp,brute,random,random_n20_m40_s4,20,40,NA,13,18.330,6193653,0,2
java,brute,random,random_n20_m40_s4,20,40,NA,13,48.802,6193653,0,2
python,brute,random,random_n20_m40_s4,20,40,NA,13,1416.438,6193653,0,3
cpp,brute,random,random_n20_m40_s4,20,40,NA,13,18.273,6193653,0,3
java,brute,random,random_n20_m40_s4,20,40,NA,13,48.695,6193653,0,3
python,smart,random,random_n20_m40_s4,20,40,NA,13,11.160,760,0,1
cpp,smart,random,random_n20_m40_s4,20,40,NA,13,0.201,760,0,1
java,smart,random,random_n20_m40_s4,20,40,NA,13,5.880,760,0,1
python,smart,random,random_n20_m40_s4,20,40,NA,13,11.332,760,0,2
cpp,smart,random,random_n20_m40_s4,20,40,NA,13,0.201,760,0,2
java,smart,random,random_n20_m40_s4,20,40,NA,13,5.804,760,0,2
python,smart,random,random_n20_m40_s4,20,40,NA,13,11.119,760,0,3
cpp,smart,random,random_n20_m40_s4,20,40,NA,13,0.201,760,0,3
java,smart,random,random_n20_m40_s4,20,40,NA,13,5.857,760,0,3
python,brute,random,random_n20_m80_s0,20,80,NA,NA,30000,NA,1,1
cpp,brute,random,random_n20_m80_s0,20,80,NA,NA,30000,NA,1,1
java,brute,random,random_n20_m80_s0,20,80,NA,18,30003.400,5464498995,1,1
python,brute,random,random_n20_m80_s0,20,80,NA,NA,30000,NA,1,2
cpp,brute,random,random_n20_m80_s0,20,80,NA,NA,30000,NA,1,2
java,brute,random,random_n20_m80_s0,20,80,NA,NA,30000,NA,1,2
python,brute,random,random_n20_m80_s0,20,80,NA,NA,30000,NA,1,3
cpp,brute,random,random_n20_m80_s0,20,80,NA,NA,30000,NA,1,3
java,brute,random,random_n20_m80_s0,20,80,NA,NA,30000,NA,1,3
python,smart,random,random_n20_m80_s0,20,80,NA,18,25.720,1236,0,1
cpp,smart,random,random_n20_m80_s0,20,80,NA,18,0.473,1236,0,1
java,smart,random,random_n20_m80_s0,20,80,NA,18,6.734,1236,0,1
python,smart,random,random_n20_m80_s0,20,80,NA,18,26.144,1236,0,2
cpp,smart,random,random_n20_m80_s0,20,80,NA,18,0.475,1236,0,2
java,smart,random,random_n20_m80_s0,20,80,NA,18,6.539,1236,0,2
python,smart,random,random_n20_m80_s0,20,80,NA,18,25.621,1236,0,3
cpp,smart,random,random_n20_m80_s0,20,80,NA,18,0.470,1236,0,3
java,smart,random,random_n20_m80_s0,20,80,NA,18,6.330,1236,0,3
python,brute,random,random_n20_m80_s1,20,80,NA,NA,30000,NA,1,1
cpp,brute,random,random_n20_m80_s1,20,80,NA,NA,30000,NA,1,1
java,brute,random,random_n20_m80_s1,20,80,NA,18,30003.405,5100254291,1,1
python,brute,random,random_n20_m80_s1,20,80,NA,NA,30000,NA,1,2
cpp,brute,random,random_n20_m80_s1,20,80,NA,NA,30000,NA,1,2
java,brute,random,random_n20_m80_s1,20,80,NA,NA,30000,NA,1,2
python,brute,random,random_n20_m80_s1,20,80,NA,NA,30000,NA,1,3
cpp,brute,random,random_n20_m80_s1,20,80,NA,NA,30000,NA,1,3
java,brute,random,random_n20_m80_s1,20,80,NA,NA,30000,NA,1,3
python,smart,random,random_n20_m80_s1,20,80,NA,18,38.043,1811,0,1
cpp,smart,random,random_n20_m80_s1,20,80,NA,18,0.696,1811,0,1
java,smart,random,random_n20_m80_s1,20,80,NA,18,7.289,1811,0,1
python,smart,random,random_n20_m80_s1,20,80,NA,18,38.278,1811,0,2
cpp,smart,random,random_n20_m80_s1,20,80,NA,18,0.676,1811,0,2
java,smart,random,random_n20_m80_s1,20,80,NA,18,7.318,1811,0,2
python,smart,random,random_n20_m80_s1,20,80,NA,18,37.276,1811,0,3
cpp,smart,random,random_n20_m80_s1,20,80,NA,18,0.677,1811,0,3
java,smart,random,random_n20_m80_s1,20,80,NA,18,7.171,1811,0,3
python,brute,random,random_n20_m80_s2,20,80,NA,NA,30000,NA,1,1
cpp,brute,random,random_n20_m80_s2,20,80,NA,NA,30000,NA,1,1
java,brute,random,random_n20_m80_s2,20,80,NA,18,30003.432,5328197621,1,1
python,brute,random,random_n20_m80_s2,20,80,NA,NA,30000,NA,1,2
cpp,brute,random,random_n20_m80_s2,20,80,NA,NA,30000,NA,1,2
java,brute,random,random_n20_m80_s2,20,80,NA,NA,30000,NA,1,2
python,brute,random,random_n20_m80_s2,20,80,NA,NA,30000,NA,1,3
cpp,brute,random,random_n20_m80_s2,20,80,NA,NA,30000,NA,1,3
java,brute,random,random_n20_m80_s2,20,80,NA,NA,30000,NA,1,3
python,smart,random,random_n20_m80_s2,20,80,NA,18,7.094,324,0,1
cpp,smart,random,random_n20_m80_s2,20,80,NA,18,0.138,324,0,1
java,smart,random,random_n20_m80_s2,20,80,NA,18,5.491,324,0,1
python,smart,random,random_n20_m80_s2,20,80,NA,18,7.256,324,0,2
cpp,smart,random,random_n20_m80_s2,20,80,NA,18,0.140,324,0,2
java,smart,random,random_n20_m80_s2,20,80,NA,18,5.682,324,0,2
python,smart,random,random_n20_m80_s2,20,80,NA,18,7.141,324,0,3
cpp,smart,random,random_n20_m80_s2,20,80,NA,18,0.138,324,0,3
java,smart,random,random_n20_m80_s2,20,80,NA,18,5.374,324,0,3
python,brute,random,random_n20_m80_s3,20,80,NA,NA,30000,NA,1,1
cpp,brute,random,random_n20_m80_s3,20,80,NA,NA,30000,NA,1,1
java,brute,random,random_n20_m80_s3,20,80,NA,17,30003.397,5719374666,1,1
python,brute,random,random_n20_m80_s3,20,80,NA,NA,30000,NA,1,2
cpp,brute,random,random_n20_m80_s3,20,80,NA,NA,30000,NA,1,2
java,brute,random,random_n20_m80_s3,20,80,NA,NA,30000,NA,1,2
python,brute,random,random_n20_m80_s3,20,80,NA,NA,30000,NA,1,3
cpp,brute,random,random_n20_m80_s3,20,80,NA,NA,30000,NA,1,3
java,brute,random,random_n20_m80_s3,20,80,NA,NA,30000,NA,1,3
python,smart,random,random_n20_m80_s3,20,80,NA,17,2.719,127,0,1
cpp,smart,random,random_n20_m80_s3,20,80,NA,17,0.061,127,0,1
java,smart,random,random_n20_m80_s3,20,80,NA,17,4.148,127,0,1
python,smart,random,random_n20_m80_s3,20,80,NA,17,2.633,127,0,2
cpp,smart,random,random_n20_m80_s3,20,80,NA,17,0.061,127,0,2
java,smart,random,random_n20_m80_s3,20,80,NA,17,4.090,127,0,2
python,smart,random,random_n20_m80_s3,20,80,NA,17,2.726,127,0,3
cpp,smart,random,random_n20_m80_s3,20,80,NA,17,0.059,127,0,3
java,smart,random,random_n20_m80_s3,20,80,NA,17,4.093,127,0,3
